Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(4),Glitch(1),Glitch(4)",5,83,6.024,"cmp: 11,bne: 10,ldr: 6,stm.w: 5,b: 4,str: 4,asrs: 3,lsrs: 3,add: 1,bl: 1,movs: 1,beq: 1"
"Glitch(1),Glitch(4),Glitch(3),Glitch(7)",10,148,6.757,"ldr: 27,bne: 20,cmp: 19,add: 14,asrs: 10,str: 10,b: 10,bl: 10,push: 9,lsrs: 8,movs: 5,mov: 5,beq: 3"
"Glitch(1),Glitch(4),Glitch(4),Glitch(8)",2,72,2.778,"cmp: 7,bl: 5,add: 4,bne: 4,ldr: 4,beq: 1,asrs: 1,push: 1,lsrs: 1,mov: 1,pop: 1,str: 1,ldm.w: 1,stm.w: 1,b: 1"
"Glitch(1),Glitch(4),Glitch(5),Glitch(2)",2,50,4.000,"cmp: 8,bne: 4,ldr: 2,b: 2,bl: 2,str: 2,stm.w: 2,eors: 2"
"Glitch(1),Glitch(4),Glitch(5),Glitch(4)",2,119,1.681,"ldr: 6,cmp: 4,bne: 4,str: 2,eors: 2,b: 2,stm.w: 2,asrs: 2,lsrs: 2,bl: 2"
"Glitch(1),Glitch(4),Glitch(5),Glitch(10)",5,202,2.475,"cmp: 16,ldr: 14,add: 11,bne: 10,bl: 6,stm.w: 6,asrs: 4,lsrs: 4,str: 4,mov: 4,push: 4,b: 4,nop: 3,bx: 3,pop: 3,add.w: 1,beq: 1,ldm.w: 1,movs: 1"
"Glitch(1),Glitch(4),Glitch(6),Glitch(5)",9,93,9.677,"ldr: 24,cmp: 22,bne: 18,bl: 11,eors: 9,b: 9,asrs: 9,str: 9,stm.w: 7,add: 6,lsrs: 6,push: 5,beq: 5,movs: 4"
"Glitch(1),Glitch(4),Glitch(7),Glitch(7)",2,111,1.802,"cmp: 8,ldr: 5,add: 4,bne: 4,stm.w: 2,asrs: 2,lsrs: 2,eors: 2,b: 2,str: 2,bl: 2,movs: 1,push: 1,mov: 1"
"Glitch(1),Glitch(4),Glitch(7),Glitch(10)",3,52,5.769,"ldr: 13,cmp: 10,add: 7,stm.w: 7,bne: 6,push: 3,eors: 3,str: 2,asrs: 2,lsrs: 2,b: 2,bx: 1,pop: 1,mov: 1,beq: 1,movs: 1,ldm.w: 1,bl: 1,nop: 1,add.w: 1"
"Glitch(1),Glitch(4),Glitch(8),Glitch(7)",3,44,6.818,"cmp: 10,ldr: 10,stm.w: 7,bne: 6,add: 6,bl: 4,eors: 3,str: 2,lsrs: 2,asrs: 2,push: 2,b: 2,movs: 1,beq: 1,ldm.w: 1,mov: 1"
"Glitch(1),Glitch(5),Glitch(1),Glitch(8)",6,99,6.061,"cmp: 13,bne: 12,ldr: 8,bl: 7,add: 7,stm.w: 7,str: 5,asrs: 5,lsrs: 5,push: 5,b: 5,mov: 4,pop: 3,movs: 2,beq: 1,ldm.w: 1"
"Glitch(1),Glitch(5),Glitch(2),Glitch(3)",3,85,3.529,"cmp: 9,bne: 6,ldr: 6,str: 3,asrs: 3,b: 3,bl: 3"
"Glitch(1),Glitch(5),Glitch(2),Glitch(7)",3,83,3.614,"ldr: 7,bne: 6,cmp: 6,str: 3,add: 3,lsrs: 3,asrs: 3,stm.w: 3,b: 3,bl: 3,movs: 2,push: 2,mov: 1"
"Glitch(1),Glitch(5),Glitch(3),Glitch(4)",1,68,1.471,"ldr: 3,bne: 2,asrs: 1,lsrs: 1,cmp: 1,stm.w: 1,str: 1,bl: 1,add: 1,b: 1"
"Glitch(1),Glitch(5),Glitch(4),Glitch(10)",4,49,8.163,"cmp: 12,add: 11,bne: 8,bl: 8,ldr: 6,push: 5,beq: 4,b: 4,lsrs: 4,str: 4,asrs: 4,mov: 3,movs: 3,pop: 2,nop: 1,bx: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(1)",1,34,2.941,"ldr: 3,cmp: 2,bne: 2,eors: 1,add: 1,ldm.w: 1,stm.w: 1,bl: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(6)",3,103,2.913,"ldr: 12,cmp: 9,bne: 6,asrs: 3,add: 3,b: 3,lsrs: 3,str: 3,bl: 3,eors: 3,push: 2,movs: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(8)",4,56,7.143,"ldr: 13,cmp: 12,bne: 8,add: 4,b: 4,str: 4,lsrs: 4,asrs: 4,bl: 4,eors: 4,push: 4,stm.w: 4,mov: 3,pop: 2,movs: 2"
"Glitch(1),Glitch(5),Glitch(5),Glitch(10)",7,176,3.977,"ldr: 24,cmp: 13,stm.w: 10,bne: 9,add: 9,push: 7,pop: 7,mov: 7,lsrs: 7,b: 7,bx: 7,str: 7,asrs: 7,eors: 5,nop: 5,ldm.w: 5,add.w: 5,bl: 4,movs: 2"
"Glitch(1),Glitch(5),Glitch(6),Glitch(8)",5,162,3.086,"cmp: 20,ldr: 10,bne: 10,add: 6,stm.w: 5,push: 5,lsrs: 5,str: 5,bl: 5,b: 5,eors: 5,beq: 5,asrs: 5,mov: 4,pop: 3,movs: 2"
"Glitch(1),Glitch(5),Glitch(8),Glitch(6)",3,114,2.632,"ldr: 15,bne: 6,add: 6,mov: 3,bl: 3,asrs: 3,ldm.w: 3,stm: 3,b: 3,str: 3,stm.w: 3,cmp: 3,lsrs: 3,push: 2,movs: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(8)",2,171,1.170,"ldr: 10,cmp: 6,mov: 4,bne: 4,bl: 4,add: 4,str: 2,asrs: 2,stm: 2,pop: 2,lsrs: 2,b: 2,push: 2"
"Glitch(1),Glitch(5),Glitch(9),Glitch(9)",1,45,2.222,"ldr: 4,cmp: 3,bl: 2,bne: 2,stm.w: 2,add: 2,push: 2,asrs: 1,str: 1,movs: 1,lsrs: 1,mov: 1,b: 1,eors: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(10)",1,77,1.299,"ldr: 5,mov: 2,add: 2,stm.w: 2,bne: 1,lsrs: 1,str: 1,pop: 1,add.w: 1,eors: 1,nop: 1,cmp: 1,ldm.w: 1,bx: 1,b: 1,push: 1,asrs: 1,bl: 1"
"Glitch(1),Glitch(5),Glitch(10),Glitch(5)",4,83,4.819,"ldr: 21,cmp: 8,bne: 8,stm.w: 8,add: 6,str: 4,b: 4,mov: 4,eors: 4,bl: 4,ldm.w: 4,asrs: 3,movs: 2,push: 2,lsrs: 2"
"Glitch(1),Glitch(6),Glitch(2),Glitch(6)",3,63,4.762,"ldr: 9,bne: 6,cmp: 6,stm.w: 3,str: 3,b: 3,asrs: 3,push: 3,ldm.w: 3,lsrs: 3,add: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(2),Glitch(9)",2,65,3.077,"ldr: 8,bne: 4,ldm.w: 3,stm.w: 3,cmp: 3,bl: 3,add: 2,add.w: 1,bx: 1,lsrs: 1,asrs: 1,mov: 1,str: 1,pop: 1,beq: 1,b: 1,push: 1"
"Glitch(1),Glitch(6),Glitch(4),Glitch(3)",1,74,1.351,"ldr: 4,cmp: 1,stm.w: 1,add.w: 1,ldm.w: 1,asrs: 1,beq: 1,b: 1,add: 1,str: 1,bne: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(1)",1,41,2.439,"ldr: 5,add.w: 1,cmp: 1,stm.w: 1,bl: 1,beq: 1,ldm.w: 1,eors: 1,bne: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(4)",3,58,5.172,"cmp: 12,bne: 6,ldr: 6,eors: 3,lsrs: 3,asrs: 3,str: 3,add: 3,stm.w: 3,bl: 3,b: 3"
"Glitch(1),Glitch(6),Glitch(5),Glitch(10)",5,70,7.143,"ldr: 16,add: 12,cmp: 11,bne: 10,push: 6,bl: 5,str: 5,eors: 5,asrs: 5,b: 5,stm.w: 5,lsrs: 5,ldm.w: 4,mov: 4,pop: 4,bx: 3,movs: 3,nop: 2"
"Glitch(1),Glitch(6),Glitch(6),Glitch(3)",1,42,2.381,"cmp: 5,bl: 3,bne: 2,ldr: 2,add: 1,stm.w: 1,beq: 1,eors: 1"
"Glitch(1),Glitch(6),Glitch(6),Glitch(8)",5,31,16.129,"cmp: 21,ldr: 17,add: 11,bne: 10,bl: 8,eors: 5,asrs: 4,push: 4,lsrs: 4,stm.w: 4,b: 4,str: 4,beq: 3,movs: 3,ldm.w: 1,mov: 1,pop: 1"
"Glitch(1),Glitch(6),Glitch(10),Glitch(4)",6,127,4.724,"ldr: 26,cmp: 24,bne: 12,bl: 12,stm.w: 10,add: 7,eors: 6,mov: 6,str: 6,b: 6,asrs: 5,lsrs: 5,movs: 1"
"Glitch(1),Glitch(7),Glitch(2),Glitch(3)",4,78,5.128,"cmp: 13,ldr: 8,bne: 8,beq: 5,bl: 5,stm.w: 4,b: 3,str: 3,asrs: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(3),Glitch(4)",2,80,2.500,"ldr: 6,cmp: 6,bne: 4,lsrs: 2,str: 2,asrs: 2,stm.w: 2,bl: 2,b: 2,ldm.w: 2"
"Glitch(1),Glitch(7),Glitch(4),Glitch(3)",5,183,2.732,"ldr: 14,cmp: 14,bne: 10,add.w: 5,asrs: 5,str: 5,b: 5,stm.w: 4,ldm.w: 4,bl: 3,add: 3,eors: 2,beq: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(5)",5,107,4.673,"ldr: 16,cmp: 12,bne: 10,add: 6,str: 5,stm.w: 5,b: 5,bl: 5,asrs: 4,ldm.w: 4,movs: 4,add.w: 3,lsrs: 3,eors: 1,beq: 1,push: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(6)",1,113,0.885,"cmp: 4,add: 2,ldr: 2,bl: 2,bne: 2,lsrs: 1,add.w: 1,b: 1,push: 1,asrs: 1,str: 1,beq: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(8)",4,98,4.082,"cmp: 16,ldr: 11,bne: 8,add: 6,bl: 6,asrs: 4,beq: 4,lsrs: 4,add.w: 4,b: 4,str: 4,push: 4,mov: 3,pop: 3,eors: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(9)",5,129,3.876,"ldr: 24,cmp: 16,bne: 10,add: 7,beq: 6,add.w: 6,bl: 6,push: 5,eors: 5,b: 4,str: 4,asrs: 4,lsrs: 4,movs: 3,mov: 2,bx: 1,ldm.w: 1,pop: 1,stm.w: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(7)",1,28,3.571,"ldr: 5,cmp: 4,stm.w: 3,bne: 2,ldm.w: 2,bl: 1,eors: 1,beq: 1,add.w: 1,add: 1"
"Glitch(1),Glitch(7),Glitch(10),Glitch(6)",3,116,2.586,"ldr: 15,cmp: 9,stm.w: 6,bne: 6,bl: 6,add: 6,str: 3,lsrs: 3,asrs: 3,ldm.w: 3,eors: 3,b: 3,mov: 3,push: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(10),Glitch(9)",1,174,0.575,"ldr: 6,cmp: 3,add: 3,bne: 2,bl: 2,stm: 1,b: 1,movs: 1,lsrs: 1,stm.w: 1,eors: 1,ldm.w: 1,str: 1,push: 1,asrs: 1,mov: 1"
"Glitch(1),Glitch(8),Glitch(1),Glitch(5)",3,47,6.383,"cmp: 10,bne: 6,bl: 4,beq: 4,stm.w: 4,ldr: 4,add.w: 3,b: 2,lsrs: 2,asrs: 2,str: 2,push: 2"
"Glitch(1),Glitch(8),Glitch(1),Glitch(9)",4,45,8.889,"ldr: 13,cmp: 8,bne: 8,add: 5,push: 5,str: 4,bl: 4,add.w: 4,b: 4,beq: 4,lsrs: 4,asrs: 4,mov: 3,pop: 2,bx: 2,movs: 2"
"Glitch(1),Glitch(8),Glitch(2),Glitch(2)",8,110,7.273,"ldr: 28,cmp: 18,ldm.w: 12,bne: 10,bl: 9,stm.w: 7,b: 6,str: 6,add.w: 4,beq: 4"
"Glitch(1),Glitch(8),Glitch(2),Glitch(5)",2,61,3.279,"ldr: 8,ldm.w: 4,push: 2,stm.w: 2,cmp: 2,lsrs: 2,add.w: 2,beq: 2,b: 2,str: 2,bl: 2,asrs: 2"
"Glitch(1),Glitch(8),Glitch(4),Glitch(9)",3,52,5.769,"ldr: 13,bne: 6,cmp: 6,push: 4,add: 3,b: 3,asrs: 3,add.w: 3,eors: 3,str: 3,ldm.w: 3,lsrs: 3,stm.w: 3,bl: 3,bx: 2,mov: 2,pop: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(5),Glitch(6)",3,91,3.297,"cmp: 9,ldr: 9,bne: 6,add: 6,bl: 5,str: 3,lsrs: 3,push: 3,add.w: 3,stm.w: 3,asrs: 3,ldm.w: 3,b: 3,eors: 1"
"Glitch(1),Glitch(8),Glitch(5),Glitch(8)",3,113,2.655,"cmp: 12,add: 7,ldr: 6,bne: 6,bl: 4,stm.w: 3,b: 3,str: 3,ldm.w: 3,beq: 3,lsrs: 3,push: 3,asrs: 3,mov: 2,pop: 2,eors: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(7)",4,41,9.756,"ldr: 18,cmp: 13,bne: 8,add: 8,stm.w: 5,beq: 5,bl: 5,add.w: 4,eors: 4,push: 3,str: 3,b: 3,asrs: 3,lsrs: 2,mov: 2,movs: 1,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(8)",2,107,1.869,"ldr: 8,cmp: 7,add: 4,bne: 4,ldm.w: 3,stm.w: 3,beq: 3,bl: 3,add.w: 2,eors: 2,str: 1,push: 1,pop: 1,mov: 1,b: 1,asrs: 1,lsrs: 1"
"Glitch(1),Glitch(8),Glitch(8),Glitch(4)",2,42,4.762,"ldr: 10,bl: 4,stm.w: 4,cmp: 4,add.w: 2,b: 2,bne: 2,asrs: 2,lsrs: 2,str: 2,add: 2,eors: 2,ldm.w: 2,beq: 2"
"Glitch(1),Glitch(8),Glitch(8),Glitch(8)",11,40,27.500,"ldr: 55,cmp: 32,add: 24,bl: 23,bne: 22,stm.w: 13,add.w: 11,mov: 11,lsrs: 10,b: 10,asrs: 10,push: 10,str: 10,ldm.w: 8,stm: 6,movs: 5,eors: 5,pop: 5,beq: 5"
"Glitch(1),Glitch(8),Glitch(9),Glitch(5)",3,54,5.556,"ldr: 19,cmp: 7,bne: 6,bl: 4,stm.w: 4,beq: 4,add: 4,ldm.w: 3,add.w: 3,mov: 3,str: 2,asrs: 2,eors: 2,b: 2,stm: 1,movs: 1,push: 1,lsrs: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(1)",1,79,1.266,"ldr: 4,cmp: 4,bl: 3,stm.w: 2,bne: 2,eors: 1,beq: 1,mov: 1,ldm.w: 1,add: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(7)",1,40,2.500,"ldr: 7,cmp: 3,add: 2,bne: 2,bl: 1,push: 1,mov: 1,eors: 1,ldm.w: 1,beq: 1,b: 1,stm.w: 1,asrs: 1,add.w: 1,movs: 1,str: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(8)",1,106,0.943,"ldr: 6,stm.w: 2,bl: 2,mov: 2,cmp: 2,add: 2,add.w: 1,beq: 1,movs: 1,b: 1,asrs: 1,eors: 1,lsrs: 1,str: 1,bne: 1,ldm.w: 1,push: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(10)",3,106,2.830,"ldr: 15,cmp: 12,mov: 6,bne: 6,bl: 6,add: 6,asrs: 3,b: 3,stm: 3,add.w: 3,beq: 3,push: 3,pop: 3,eors: 3,bx: 3,lsrs: 3,str: 3,nop: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(2),Glitch(6)",3,87,3.448,"ldr: 11,cmp: 10,bne: 6,bl: 4,stm.w: 4,ldm.w: 4,beq: 4,add: 2,str: 2,b: 2,movs: 2,lsrs: 1,push: 1,asrs: 1"
"Glitch(1),Glitch(9),Glitch(2),Glitch(8)",1,53,1.887,"cmp: 5,ldr: 4,bne: 2,ldm.w: 2,bl: 2,beq: 2,add: 1,add.w: 1,stm.w: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(2)",2,91,2.198,"cmp: 8,ldr: 6,bne: 4,str: 2,b: 2,stm.w: 2,add.w: 2,beq: 2,ldm.w: 2"
"Glitch(1),Glitch(9),Glitch(3),Glitch(4)",3,155,1.935,"cmp: 12,bne: 6,ldm.w: 3,ldr: 3,b: 3,stm.w: 3,beq: 3,eors: 3,add.w: 3,bl: 3,str: 3,asrs: 2,movs: 2,add: 1,lsrs: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(9)",2,25,8.000,"ldr: 9,add: 4,cmp: 4,bne: 4,bl: 4,push: 3,b: 2,beq: 2,str: 2,stm.w: 2,lsrs: 2,ldm.w: 2,asrs: 2,add.w: 2,mov: 1,pop: 1,movs: 1,bx: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(4)",3,52,5.769,"cmp: 13,ldr: 13,beq: 4,add: 4,bl: 4,stm.w: 3,add.w: 3,ldm.w: 3,eors: 3,bne: 3,str: 2,b: 2,movs: 1,asrs: 1,lsrs: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(7)",2,66,3.030,"ldr: 11,cmp: 6,stm.w: 4,bne: 4,add: 2,str: 2,push: 2,eors: 2,b: 2,ldm.w: 2,add.w: 2,beq: 2,asrs: 2,lsrs: 1,mov: 1,movs: 1"
"Glitch(1),Glitch(9),Glitch(7),Glitch(4)",3,95,3.158,"cmp: 12,ldr: 12,bne: 6,eors: 3,add.w: 3,ldm.w: 3,asrs: 3,stm.w: 3,beq: 3,str: 3,bl: 3,add: 3,b: 3,lsrs: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(7),Glitch(9)",6,52,11.538,"ldr: 25,cmp: 24,add: 14,bne: 12,bl: 12,b: 6,ldm.w: 6,str: 6,eors: 6,lsrs: 6,asrs: 6,push: 6,beq: 6,mov: 5,stm.w: 4,pop: 4,bx: 4,movs: 2,add.w: 2"
"Glitch(1),Glitch(9),Glitch(7),Glitch(10)",3,95,3.158,"ldr: 13,cmp: 12,add: 7,bne: 6,stm.w: 6,b: 3,eors: 3,str: 3,asrs: 3,lsrs: 3,push: 3,ldm.w: 3,mov: 3,beq: 3,bl: 3,bx: 2,nop: 2,pop: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(8),Glitch(4)",1,42,2.381,"cmp: 5,ldr: 4,bl: 3,bne: 2,beq: 2,ldm.w: 1,eors: 1,add: 1,stm.w: 1,mov: 1,add.w: 1"
"Glitch(1),Glitch(9),Glitch(9),Glitch(5)",1,20,5.000,"ldr: 5,cmp: 4,bl: 2,bne: 2,add: 1,asrs: 1,mov: 1,ldm.w: 1,stm: 1,push: 1,stm.w: 1,add.w: 1,b: 1,str: 1,lsrs: 1"
"Glitch(1),Glitch(9),Glitch(10),Glitch(9)",4,113,3.540,"ldr: 31,cmp: 14,bl: 10,bne: 8,add: 8,beq: 6,mov: 6,ldm.w: 6,stm.w: 6,eors: 4,asrs: 2,bx: 2,add.w: 2,push: 2,lsrs: 2,pop: 2,b: 2,str: 2,stm: 1"
"Glitch(1),Glitch(10),Glitch(2),Glitch(10)",4,149,2.685,"ldr: 18,ldm.w: 8,cmp: 8,add: 7,push: 5,beq: 4,lsrs: 4,b: 4,str: 4,stm.w: 4,bne: 4,movs: 4,bl: 4,asrs: 4,add.w: 4,mov: 3,pop: 2,bx: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(9)",4,40,10.000,"cmp: 16,ldr: 12,bne: 8,add: 5,ldm.w: 4,beq: 4,stm.w: 4,push: 4,b: 4,bl: 4,lsrs: 4,asrs: 4,add.w: 4,mov: 4,str: 4,pop: 3,bx: 3,movs: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(10)",3,91,3.297,"ldr: 12,cmp: 10,add: 7,bne: 6,beq: 4,stm.w: 4,add.w: 4,ldm.w: 4,bl: 4,str: 2,pop: 2,b: 2,mov: 2,asrs: 2,lsrs: 2,push: 2,bx: 1,movs: 1,nop: 1"
"Glitch(1),Glitch(10),Glitch(4),Glitch(1)",1,164,0.610,"ldr: 4,cmp: 3,bne: 2,bl: 2,eors: 1,stm.w: 1,beq: 1,ldm.w: 1,add.w: 1"
"Glitch(1),Glitch(10),Glitch(4),Glitch(7)",3,67,4.478,"ldr: 11,cmp: 10,bl: 7,bne: 6,add: 6,beq: 4,ldm.w: 4,stm.w: 4,add.w: 3,str: 2,push: 2,b: 2,asrs: 2,lsrs: 1,mov: 1,movs: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(2)",1,53,1.887,"ldr: 4,cmp: 3,bl: 3,beq: 2,bne: 2,ldm.w: 1,add: 1,add.w: 1,mov: 1,stm.w: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(4)",4,140,2.857,"ldr: 19,cmp: 12,bne: 8,stm.w: 7,bl: 5,b: 4,eors: 4,asrs: 4,add.w: 4,beq: 4,ldm.w: 4,str: 4,lsrs: 3,add: 1,movs: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(10)",5,53,9.434,"ldr: 24,cmp: 21,add: 11,bne: 10,ldm.w: 6,beq: 6,add.w: 6,bl: 6,stm.w: 6,eors: 5,push: 5,lsrs: 4,str: 4,asrs: 4,b: 4,bx: 3,mov: 3,pop: 3,nop: 2,movs: 2"
"Glitch(1),Glitch(10),Glitch(7),Glitch(3)",5,114,4.386,"cmp: 21,ldr: 20,bne: 10,bl: 9,stm.w: 7,beq: 6,add.w: 5,ldm.w: 5,eors: 5,add: 5,str: 4,b: 4,asrs: 3,movs: 1"
"Glitch(1),Glitch(10),Glitch(7),Glitch(5)",3,95,3.158,"ldr: 12,cmp: 12,stm.w: 6,bne: 6,ldm.w: 3,b: 3,bl: 3,asrs: 3,beq: 3,add: 3,lsrs: 3,eors: 3,str: 3,add.w: 3,push: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(7),Glitch(7)",1,69,1.449,"ldr: 5,cmp: 3,bne: 2,bl: 2,add: 2,stm.w: 1,lsrs: 1,ldm.w: 1,beq: 1,asrs: 1,b: 1,add.w: 1,mov: 1,push: 1,eors: 1,str: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(5)",1,103,0.971,"ldr: 5,cmp: 3,bne: 2,bl: 2,ldm.w: 1,stm.w: 1,beq: 1,stm: 1,mov: 1,add.w: 1,str: 1,push: 1,b: 1,lsrs: 1,add: 1,asrs: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(8)",1,40,2.500,"ldr: 5,cmp: 3,bne: 2,add: 2,bl: 2,mov: 2,stm.w: 1,b: 1,ldm.w: 1,str: 1,pop: 1,beq: 1,stm: 1,asrs: 1,add.w: 1,push: 1,lsrs: 1"
"Glitch(1),Glitch(10),Glitch(9),Glitch(7)",2,66,3.030,"ldr: 10,cmp: 6,mov: 4,add: 4,bne: 4,bl: 4,stm.w: 4,add.w: 2,beq: 2,push: 2,str: 2,lsrs: 2,b: 2,ldm.w: 2,asrs: 2,eors: 2"
"Glitch(2),Glitch(1),Glitch(2),Glitch(3)",3,90,3.333,"ldr: 6,bne: 6,str: 3,cmp: 3,asrs: 3,b: 3"
"Glitch(2),Glitch(1),Glitch(3),Glitch(7)",2,48,4.167,"b: 4,bne: 4,str: 4,add: 2,lsrs: 2,push: 2,ldr: 2,cmp: 2,asrs: 2,movs: 1,mov: 1"
