Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(5),Glitch(3),Glitch(7)",1,151,0.662,"ldr: 2,cmp: 2,bne: 2,push: 1,lsrs: 1,bl: 1,b: 1,str: 1,stm.w: 1,asrs: 1,eors: 1,mov: 1,add: 1"
"Glitch(1),Glitch(5),Glitch(4),Glitch(10)",3,93,3.226,"cmp: 10,ldr: 10,bne: 6,add: 4,beq: 4,bl: 4,eors: 3,push: 2,str: 2,lsrs: 2,mov: 2,movs: 2,b: 2,asrs: 2,pop: 1,bx: 1,ldm.w: 1,add.w: 1,stm.w: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(7)",3,71,4.225,"cmp: 12,bne: 6,add: 6,bl: 4,beq: 3,b: 3,str: 3,asrs: 3,lsrs: 3,ldr: 3,push: 3,movs: 2,eors: 2,mov: 1"
"Glitch(1),Glitch(5),Glitch(6),Glitch(8)",3,170,1.765,"ldr: 13,bne: 6,cmp: 6,add: 6,stm.w: 3,push: 3,asrs: 3,str: 3,eors: 3,lsrs: 3,ldm.w: 3,b: 3,mov: 2,pop: 2,movs: 1"
"Glitch(1),Glitch(5),Glitch(6),Glitch(9)",4,132,3.030,"cmp: 12,ldr: 12,add: 8,bne: 8,stm.w: 5,eors: 4,asrs: 4,str: 4,mov: 4,ldm.w: 4,lsrs: 4,b: 4,push: 4,pop: 3,movs: 2,bx: 2"
"Glitch(1),Glitch(5),Glitch(6),Glitch(10)",5,124,4.032,"ldr: 22,bne: 10,cmp: 10,add: 9,stm.w: 8,push: 6,asrs: 5,eors: 5,ldm.w: 5,b: 5,lsrs: 5,str: 5,mov: 4,pop: 3,nop: 3,bx: 3,movs: 2"
"Glitch(1),Glitch(5),Glitch(7),Glitch(6)",1,146,0.685,"cmp: 4,ldr: 3,bl: 2,bne: 2,add: 2,push: 1,beq: 1,movs: 1,eors: 1,b: 1,str: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(3)",4,75,5.333,"cmp: 15,ldr: 14,bne: 8,bl: 7,stm.w: 5,add: 4,mov: 4,ldm.w: 3,str: 2,b: 2,eors: 2,stm: 2,asrs: 1,movs: 1,add.w: 1,beq: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(7)",2,156,1.282,"cmp: 8,ldr: 6,bne: 4,add: 4,bl: 4,mov: 3,beq: 2,b: 2,asrs: 2,lsrs: 2,push: 2,str: 2,stm: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(2)",2,72,2.778,"ldr: 6,bl: 4,cmp: 4,bne: 4,ldm.w: 2,b: 2,stm.w: 2,add: 2,str: 2"
"Glitch(1),Glitch(6),Glitch(5),Glitch(7)",2,120,1.667,"ldr: 9,bne: 4,stm.w: 4,cmp: 4,str: 2,eors: 2,ldm.w: 2,push: 2,asrs: 2,b: 2,add: 2,mov: 1,lsrs: 1,movs: 1"
"Glitch(1),Glitch(6),Glitch(9),Glitch(9)",6,119,5.042,"ldr: 31,cmp: 20,add: 13,bne: 12,stm.w: 12,bl: 10,mov: 9,ldm.w: 6,push: 5,lsrs: 4,b: 4,eors: 4,str: 4,asrs: 4,pop: 2,stm: 2,beq: 2,bx: 2,add.w: 2,movs: 2"
"Glitch(1),Glitch(6),Glitch(10),Glitch(9)",2,130,1.538,"ldr: 12,cmp: 7,bl: 5,bne: 4,add: 4,beq: 3,mov: 3,stm: 2,eors: 2,asrs: 1,b: 1,lsrs: 1,add.w: 1,ldm.w: 1,pop: 1,stm.w: 1,push: 1,bx: 1,str: 1"
"Glitch(1),Glitch(7),Glitch(2),Glitch(4)",3,67,4.478,"cmp: 10,ldr: 7,bne: 6,beq: 4,bl: 4,str: 2,b: 2,add.w: 2,lsrs: 1,movs: 1,asrs: 1,add: 1,stm.w: 1"
"Glitch(1),Glitch(7),Glitch(2),Glitch(10)",2,60,3.333,"ldr: 6,cmp: 4,bne: 4,lsrs: 2,pop: 2,add: 2,add.w: 2,bx: 2,stm.w: 2,mov: 2,nop: 2,asrs: 2,b: 2,str: 2,ldm.w: 2,push: 2"
"Glitch(1),Glitch(7),Glitch(5),Glitch(5)",4,106,3.774,"ldr: 16,cmp: 13,bne: 8,bl: 7,stm.w: 5,beq: 5,add: 4,b: 3,str: 3,movs: 2,asrs: 2,eors: 2,lsrs: 1,push: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(9)",2,80,2.500,"ldr: 8,cmp: 6,bne: 4,add: 3,ldm.w: 2,mov: 2,push: 2,str: 2,add.w: 2,asrs: 2,b: 2,stm.w: 2,eors: 2,lsrs: 2,movs: 1,pop: 1,bx: 1"
"Glitch(1),Glitch(7),Glitch(7),Glitch(4)",2,52,3.846,"cmp: 9,ldr: 7,bl: 5,bne: 4,beq: 3,add: 2,add.w: 2,eors: 2,lsrs: 1,str: 1,b: 1,asrs: 1"
"Glitch(1),Glitch(7),Glitch(7),Glitch(7)",3,72,4.167,"cmp: 13,ldr: 11,stm.w: 7,bne: 6,add: 6,beq: 4,bl: 4,eors: 3,lsrs: 2,asrs: 2,str: 2,b: 2,movs: 1,push: 1,ldm.w: 1,mov: 1"
"Glitch(1),Glitch(7),Glitch(9),Glitch(7)",1,87,1.149,"ldr: 5,cmp: 3,bl: 2,add: 2,bne: 2,ldm.w: 1,movs: 1,push: 1,eors: 1,lsrs: 1,b: 1,stm.w: 1,mov: 1,str: 1,asrs: 1"
"Glitch(1),Glitch(8),Glitch(1),Glitch(7)",1,154,0.649,"bne: 2,cmp: 2,ldr: 2,stm.w: 1,push: 1,lsrs: 1,b: 1,asrs: 1,add: 1,str: 1,mov: 1,add.w: 1,bl: 1,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(1),Glitch(8)",3,148,2.027,"ldr: 12,mov: 3,lsrs: 3,ldm.w: 3,add.w: 3,bne: 3,asrs: 3,cmp: 3,push: 3,add: 3,stm.w: 3,str: 3,bl: 3,b: 3,pop: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(2)",4,50,8.000,"cmp: 16,bne: 8,ldr: 8,add.w: 5,beq: 5,bl: 5,eors: 4,b: 2,str: 2,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(6)",3,112,2.679,"cmp: 12,bne: 6,ldr: 4,asrs: 3,eors: 3,b: 3,add: 3,bl: 3,add.w: 3,str: 3,stm.w: 3,beq: 3,movs: 2,lsrs: 2,push: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(7)",4,70,5.714,"cmp: 14,ldr: 10,bne: 8,asrs: 4,beq: 4,add.w: 4,add: 4,b: 4,push: 4,lsrs: 4,str: 4,mov: 3,eors: 2,stm.w: 2,ldm.w: 2,bl: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(4),Glitch(3)",10,67,14.925,"ldr: 40,cmp: 22,bne: 20,bl: 17,ldm.w: 12,stm.w: 12,b: 7,str: 7,add: 6,add.w: 5,asrs: 4,eors: 4,movs: 3,beq: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(9)",3,18,16.667,"cmp: 12,ldr: 8,bne: 6,add: 6,bl: 5,stm.w: 4,push: 4,asrs: 3,b: 3,beq: 3,ldm.w: 3,lsrs: 3,eors: 3,str: 3,movs: 3,mov: 2,pop: 1"
"Glitch(1),Glitch(8),Glitch(7),Glitch(3)",3,110,2.727,"ldr: 15,cmp: 9,bl: 6,bne: 6,stm.w: 3,add: 3,ldm.w: 3,str: 3,eors: 3,b: 3,asrs: 3"
"Glitch(1),Glitch(8),Glitch(8),Glitch(7)",6,142,4.225,"ldr: 28,cmp: 23,bl: 13,add: 12,bne: 12,beq: 7,add.w: 6,b: 5,asrs: 5,push: 5,str: 5,stm.w: 5,mov: 4,lsrs: 4,eors: 4,movs: 3,stm: 2,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(10)",4,65,6.154,"ldr: 30,add: 10,cmp: 8,bne: 8,mov: 6,push: 6,bl: 6,ldm.w: 4,stm.w: 4,add.w: 4,lsrs: 4,asrs: 4,eors: 4,str: 4,b: 4,movs: 2,beq: 2,bx: 2,pop: 2,nop: 2"
"Glitch(1),Glitch(9),Glitch(2),Glitch(6)",1,55,1.818,"cmp: 4,ldr: 2,bne: 2,add.w: 1,bl: 1,str: 1,beq: 1,ldm.w: 1,b: 1,lsrs: 1,push: 1,add: 1,asrs: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(2)",1,108,0.926,"ldr: 4,cmp: 3,bne: 2,b: 1,ldm.w: 1,bl: 1,add.w: 1,str: 1,beq: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(4)",2,46,4.348,"ldr: 8,bne: 4,cmp: 4,str: 2,b: 2,add.w: 2,beq: 2,ldm.w: 2,add: 2,bl: 2,asrs: 2,lsrs: 1,movs: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(6)",3,51,5.882,"ldr: 10,cmp: 9,bne: 6,add: 6,str: 3,asrs: 3,bl: 3,b: 3,add.w: 3,beq: 3,stm.w: 3,movs: 2,lsrs: 2,push: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(7)",5,84,5.952,"ldr: 15,cmp: 15,add: 10,bne: 8,str: 5,asrs: 5,b: 5,ldm.w: 5,beq: 5,lsrs: 5,add.w: 5,stm.w: 5,push: 5,mov: 4,bl: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(9)",2,116,1.724,"ldr: 8,cmp: 4,add: 4,pop: 2,beq: 2,asrs: 2,bne: 2,push: 2,ldm.w: 2,str: 2,add.w: 2,lsrs: 2,stm.w: 2,mov: 2,b: 2,bl: 2,movs: 1,bx: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(10)",1,70,1.429,"ldr: 5,cmp: 3,bne: 2,add.w: 1,ldm.w: 1,add: 1,push: 1,str: 1,bx: 1,pop: 1,asrs: 1,bl: 1,beq: 1,b: 1,movs: 1,eors: 1,lsrs: 1,mov: 1"
"Glitch(1),Glitch(9),Glitch(7),Glitch(6)",1,58,1.724,"ldr: 5,cmp: 3,add: 2,bne: 2,stm.w: 2,ldm.w: 1,str: 1,b: 1,bl: 1,eors: 1,push: 1,beq: 1,asrs: 1,lsrs: 1"
"Glitch(1),Glitch(9),Glitch(8),Glitch(6)",1,35,2.857,"ldr: 4,cmp: 3,bl: 2,bne: 2,add: 2,mov: 1,beq: 1,movs: 1,stm.w: 1,eors: 1,add.w: 1,lsrs: 1,str: 1,b: 1,ldm.w: 1,asrs: 1"
"Glitch(1),Glitch(9),Glitch(9),Glitch(10)",3,39,7.692,"ldr: 14,cmp: 12,add: 8,bne: 6,bl: 6,mov: 5,stm.w: 5,push: 4,b: 3,ldm.w: 3,add.w: 3,asrs: 3,lsrs: 3,str: 3,movs: 2,eors: 2,pop: 2,nop: 1,bx: 1,stm: 1"
"Glitch(1),Glitch(10),Glitch(1),Glitch(7)",1,58,1.724,"cmp: 3,bne: 2,ldr: 2,stm.w: 1,asrs: 1,push: 1,beq: 1,bl: 1,add: 1,lsrs: 1,str: 1,ldm.w: 1,mov: 1,b: 1,add.w: 1"
"Glitch(1),Glitch(10),Glitch(2),Glitch(8)",3,74,4.054,"ldr: 9,cmp: 9,bne: 6,add: 3,lsrs: 3,bl: 3,beq: 3,push: 3,b: 3,stm.w: 3,ldm.w: 3,add.w: 3,mov: 3,asrs: 3,str: 3,pop: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(2),Glitch(10)",2,106,1.887,"ldr: 8,cmp: 6,bne: 4,add: 4,push: 3,add.w: 2,movs: 2,beq: 2,ldm.w: 2,lsrs: 2,asrs: 2,b: 2,bl: 2,str: 2,stm.w: 2,mov: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(4)",2,180,1.111,"ldr: 9,cmp: 7,bne: 4,beq: 3,bl: 3,ldm.w: 2,add.w: 2,stm.w: 2,movs: 1,str: 1,add: 1,b: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(9)",4,131,3.053,"cmp: 15,ldr: 13,bne: 8,add: 7,bl: 5,add.w: 5,stm.w: 5,beq: 5,ldm.w: 5,push: 4,b: 3,asrs: 3,str: 3,lsrs: 3,movs: 3,mov: 2,eors: 2,pop: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(7)",1,77,1.299,"ldr: 5,cmp: 4,bne: 2,add: 1,b: 1,lsrs: 1,eors: 1,asrs: 1,add.w: 1,str: 1,bl: 1,beq: 1,ldm.w: 1,movs: 1,stm.w: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(8)",1,85,1.176,"ldr: 5,cmp: 3,bl: 2,bne: 2,add: 2,asrs: 1,str: 1,eors: 1,movs: 1,b: 1,beq: 1,ldm.w: 1,stm.w: 1,push: 1,lsrs: 1,add.w: 1"
"Glitch(1),Glitch(10),Glitch(7),Glitch(6)",1,109,0.917,"ldr: 4,cmp: 4,stm.w: 2,bne: 2,add: 1,add.w: 1,asrs: 1,bl: 1,ldm.w: 1,lsrs: 1,b: 1,eors: 1,beq: 1,push: 1,movs: 1,str: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(6)",1,98,1.020,"ldr: 6,cmp: 2,bne: 2,bl: 2,mov: 1,str: 1,add.w: 1,movs: 1,lsrs: 1,add: 1,push: 1,ldm.w: 1,asrs: 1,beq: 1,stm.w: 1,b: 1,stm: 1"
"Glitch(1),Glitch(10),Glitch(9),Glitch(6)",6,191,3.141,"ldr: 31,cmp: 25,bl: 13,bne: 12,add: 10,beq: 7,stm.w: 7,ldm.w: 7,add.w: 6,mov: 6,str: 5,stm: 5,b: 5,asrs: 5,lsrs: 5,push: 4,movs: 2,eors: 1"
"Glitch(2),Glitch(1),Glitch(8),Glitch(4)",1,48,2.083,"ldr: 3,cmp: 2,bne: 2,add: 1,str: 1,eors: 1,movs: 1,mov: 1,bl: 1,b: 1,asrs: 1"
"Glitch(2),Glitch(2),Glitch(1),Glitch(5)",2,57,3.509,"cmp: 4,bne: 4,str: 2,ldr: 2,asrs: 2,b: 2,push: 1,add: 1,movs: 1,lsrs: 1"
"Glitch(2),Glitch(2),Glitch(6),Glitch(7)",3,110,2.727,"cmp: 6,add: 6,bne: 6,b: 6,str: 6,ldr: 4,lsrs: 3,bl: 3,eors: 3,asrs: 3,push: 2,mov: 2,movs: 1"
"Glitch(2),Glitch(2),Glitch(9),Glitch(10)",3,154,1.948,"ldr: 10,add: 8,str: 6,b: 6,bne: 6,cmp: 6,mov: 5,push: 4,eors: 3,bl: 3,asrs: 3,lsrs: 3,pop: 2,movs: 2,nop: 1,bx: 1"
"Glitch(2),Glitch(3),Glitch(5),Glitch(9)",2,94,2.128,"bl: 4,cmp: 4,str: 4,b: 4,bne: 4,add: 4,push: 2,lsrs: 2,ldr: 2,bx: 2,mov: 2,pop: 2,asrs: 2"
"Glitch(2),Glitch(3),Glitch(8),Glitch(7)",2,40,5.000,"ldr: 9,cmp: 6,add: 4,bne: 4,movs: 2,b: 2,eors: 2,bl: 2,stm.w: 2,asrs: 2,lsrs: 2,str: 2,push: 1"
"Glitch(2),Glitch(3),Glitch(9),Glitch(9)",1,69,1.449,"ldr: 5,cmp: 3,add: 2,bl: 2,bne: 2,push: 2,asrs: 1,movs: 1,mov: 1,str: 1,eors: 1,b: 1,lsrs: 1"
"Glitch(2),Glitch(4),Glitch(4),Glitch(5)",3,38,7.895,"ldr: 7,bne: 6,cmp: 6,str: 6,b: 6,add: 5,bl: 3,asrs: 2,movs: 2,push: 1,lsrs: 1"
"Glitch(2),Glitch(4),Glitch(4),Glitch(8)",3,49,6.122,"ldr: 8,cmp: 8,bne: 6,bl: 4,add: 4,str: 3,lsrs: 3,asrs: 3,push: 3,b: 3,beq: 3,movs: 2,eors: 2,pop: 1,mov: 1"
"Glitch(2),Glitch(4),Glitch(5),Glitch(2)",3,80,3.750,"cmp: 12,bne: 6,ldr: 6,bl: 5,add: 3,eors: 2,str: 2,b: 2,beq: 1"
"Glitch(2),Glitch(4),Glitch(7),Glitch(5)",1,106,0.943,"cmp: 3,ldr: 3,bne: 2,bl: 2,b: 1,asrs: 1,lsrs: 1,add: 1,beq: 1,push: 1,str: 1,eors: 1"
"Glitch(2),Glitch(5),Glitch(5),Glitch(6)",2,70,2.857,"cmp: 9,ldr: 7,bl: 5,bne: 4,add: 3,push: 1,asrs: 1,str: 1,ldm.w: 1,beq: 1,b: 1,stm.w: 1,lsrs: 1"
"Glitch(2),Glitch(5),Glitch(5),Glitch(7)",3,47,6.383,"ldr: 13,cmp: 9,bne: 6,add: 4,asrs: 3,b: 3,push: 3,str: 3,stm.w: 3,bl: 2,ldm.w: 2,eors: 2,movs: 2,mov: 1,lsrs: 1"
"Glitch(2),Glitch(5),Glitch(7),Glitch(6)",1,89,1.124,"ldr: 5,cmp: 3,add: 2,bl: 2,bne: 2,movs: 1,eors: 1,stm.w: 1,push: 1,str: 1,b: 1"
"Glitch(2),Glitch(5),Glitch(8),Glitch(1)",1,137,0.730,"ldr: 5,bl: 3,bne: 2,cmp: 2,stm.w: 1,add: 1,mov: 1,stm: 1"
"Glitch(2),Glitch(5),Glitch(8),Glitch(4)",2,69,2.899,"ldr: 8,cmp: 6,bl: 4,bne: 4,add: 2,mov: 2,eors: 2,asrs: 2,stm.w: 2,str: 2,b: 2,lsrs: 1,movs: 1"
"Glitch(2),Glitch(5),Glitch(8),Glitch(9)",3,86,3.488,"cmp: 10,ldr: 8,bl: 7,add: 7,bne: 6,b: 5,str: 5,beq: 4,stm.w: 4,eors: 3,lsrs: 2,push: 2,mov: 2,asrs: 2,pop: 1,movs: 1,bx: 1,ldm.w: 1,add.w: 1"
"Glitch(2),Glitch(5),Glitch(9),Glitch(5)",1,172,0.581,"ldr: 3,bne: 2,cmp: 2,str: 2,stm.w: 2,b: 2,bl: 2,asrs: 1,lsrs: 1,eors: 1,add: 1,mov: 1,movs: 1"
"Glitch(2),Glitch(5),Glitch(10),Glitch(2)",1,124,0.806,"ldr: 4,bne: 2,bl: 2,str: 2,b: 2,stm.w: 2,cmp: 2,add: 1,mov: 1,eors: 1"
"Glitch(2),Glitch(6),Glitch(1),Glitch(10)",1,27,3.704,"cmp: 2,bne: 2,ldr: 2,add: 1,lsrs: 1,str: 1,asrs: 1,stm.w: 1,bx: 1,mov: 1,pop: 1,nop: 1,push: 1,bl: 1,ldm.w: 1,b: 1"
"Glitch(2),Glitch(6),Glitch(3),Glitch(5)",1,134,0.746,"cmp: 4,ldr: 3,bne: 2,b: 1,asrs: 1,bl: 1,beq: 1,movs: 1,add: 1,str: 1"
"Glitch(2),Glitch(6),Glitch(7),Glitch(2)",1,53,1.887,"ldr: 4,cmp: 3,bl: 2,bne: 2,add: 1,str: 1,ldm.w: 1,stm.w: 1,eors: 1,b: 1"
"Glitch(2),Glitch(6),Glitch(8),Glitch(2)",1,101,0.990,"ldr: 4,bne: 2,bl: 2,b: 2,str: 2,cmp: 1,stm.w: 1,mov: 1,add: 1,ldm.w: 1,stm: 1"
"Glitch(2),Glitch(6),Glitch(8),Glitch(6)",1,116,0.862,"ldr: 3,cmp: 3,stm.w: 2,bl: 2,str: 2,bne: 2,add: 2,b: 2,eors: 1,push: 1,lsrs: 1,asrs: 1"
"Glitch(2),Glitch(6),Glitch(8),Glitch(9)",2,38,5.263,"ldr: 7,cmp: 6,bne: 4,b: 4,add: 4,str: 4,bl: 4,stm.w: 4,push: 3,eors: 2,lsrs: 2,asrs: 2,bx: 1,pop: 1,movs: 1,mov: 1"
"Glitch(2),Glitch(6),Glitch(9),Glitch(9)",2,46,4.348,"ldr: 12,cmp: 7,bl: 5,add: 4,bne: 4,ldm.w: 3,stm.w: 3,mov: 3,stm: 2,b: 1,asrs: 1,push: 1,bx: 1,beq: 1,add.w: 1,lsrs: 1,pop: 1,str: 1"
"Glitch(2),Glitch(6),Glitch(10),Glitch(3)",1,82,1.220,"ldr: 6,cmp: 3,bne: 2,str: 1,b: 1,add: 1,stm: 1,asrs: 1,stm.w: 1,bl: 1,eors: 1,ldm.w: 1,mov: 1"
"Glitch(2),Glitch(6),Glitch(10),Glitch(10)",3,78,3.846,"ldr: 19,add: 7,cmp: 7,bne: 6,stm.w: 6,str: 5,mov: 5,b: 5,bl: 5,ldm.w: 4,eors: 3,push: 2,lsrs: 2,asrs: 2,movs: 2,pop: 1,beq: 1,add.w: 1,bx: 1"
"Glitch(2),Glitch(7),Glitch(1),Glitch(5)",3,36,8.333,"ldr: 10,cmp: 7,bne: 6,stm.w: 4,add.w: 3,ldm.w: 3,asrs: 2,str: 2,lsrs: 2,b: 2,beq: 1,push: 1,bl: 1,movs: 1"
"Glitch(2),Glitch(7),Glitch(2),Glitch(9)",2,39,5.128,"ldr: 5,str: 4,b: 4,cmp: 4,bne: 4,add: 3,ldm.w: 2,lsrs: 2,stm.w: 2,movs: 2,bl: 2,asrs: 2,push: 2,pop: 1,mov: 1"
"Glitch(2),Glitch(7),Glitch(3),Glitch(10)",5,174,2.874,"ldr: 16,cmp: 12,add: 11,bne: 10,b: 8,str: 8,push: 7,lsrs: 5,asrs: 5,movs: 5,stm.w: 5,mov: 3,ldm.w: 3,add.w: 3,pop: 3,beq: 2,bl: 2,bx: 1,eors: 1"
"Glitch(2),Glitch(7),Glitch(5),Glitch(10)",9,79,11.392,"cmp: 28,ldr: 25,bne: 18,b: 17,str: 17,add: 16,bl: 12,stm.w: 12,ldm.w: 10,push: 9,lsrs: 8,asrs: 8,mov: 7,eors: 7,pop: 6,bx: 6,nop: 6,movs: 2,add.w: 1,beq: 1"
"Glitch(2),Glitch(7),Glitch(6),Glitch(9)",3,48,6.250,"cmp: 11,ldr: 10,add: 6,bne: 6,b: 4,bl: 4,str: 4,lsrs: 3,eors: 3,push: 3,beq: 3,pop: 3,mov: 3,asrs: 3,bx: 3,stm.w: 2,add.w: 1"
"Glitch(2),Glitch(7),Glitch(7),Glitch(8)",1,20,5.000,"ldr: 5,bne: 2,cmp: 2,str: 2,stm.w: 2,add: 2,b: 2,asrs: 1,lsrs: 1,push: 1,eors: 1,ldm.w: 1,movs: 1,add.w: 1"
"Glitch(2),Glitch(7),Glitch(8),Glitch(8)",1,74,1.351,"ldr: 5,b: 2,cmp: 2,bl: 2,bne: 2,add: 2,str: 2,eors: 1,push: 1,mov: 1,stm.w: 1,asrs: 1,ldm.w: 1,lsrs: 1,movs: 1"
"Glitch(2),Glitch(7),Glitch(8),Glitch(9)",2,84,2.381,"ldr: 9,add: 5,cmp: 4,b: 4,bl: 4,str: 4,bne: 4,push: 3,mov: 3,movs: 2,stm: 2,beq: 2,asrs: 2,add.w: 2,lsrs: 2"
"Glitch(2),Glitch(7),Glitch(9),Glitch(8)",1,46,2.174,"ldr: 5,cmp: 4,add: 3,bl: 2,bne: 2,push: 1,b: 1,movs: 1,eors: 1,lsrs: 1,str: 1,mov: 1,beq: 1,asrs: 1,stm.w: 1"
"Glitch(2),Glitch(7),Glitch(10),Glitch(7)",4,88,4.545,"ldr: 28,cmp: 13,add: 8,bl: 8,bne: 8,mov: 6,b: 4,eors: 4,push: 4,asrs: 4,str: 4,lsrs: 3,ldm.w: 3,stm.w: 3,movs: 2,add.w: 1,beq: 1"
"Glitch(2),Glitch(8),Glitch(2),Glitch(7)",3,85,3.529,"ldr: 10,cmp: 7,bne: 6,b: 5,str: 5,lsrs: 3,add: 3,add.w: 3,beq: 3,asrs: 3,push: 2,movs: 2,bl: 2,stm.w: 1,ldm.w: 1,mov: 1"
"Glitch(2),Glitch(8),Glitch(3),Glitch(4)",2,99,2.020,"cmp: 8,ldr: 6,bne: 4,eors: 2,beq: 2,str: 2,add.w: 2,b: 2,asrs: 2,lsrs: 2,bl: 2"
"Glitch(2),Glitch(8),Glitch(4),Glitch(3)",4,134,2.985,"cmp: 15,ldr: 14,bne: 8,beq: 5,stm.w: 4,add.w: 4,str: 3,b: 3,asrs: 3,bl: 3,add: 2,ldm.w: 2,eors: 2"
"Glitch(2),Glitch(8),Glitch(5),Glitch(3)",1,69,1.449,"cmp: 4,ldr: 4,bne: 2,str: 1,bl: 1,eors: 1,add: 1,asrs: 1,b: 1,beq: 1,add.w: 1"
"Glitch(2),Glitch(8),Glitch(10),Glitch(7)",1,59,1.695,"ldr: 6,bne: 2,bl: 2,add: 2,b: 2,cmp: 2,str: 2,mov: 2,lsrs: 1,stm.w: 1,ldm.w: 1,eors: 1,asrs: 1,push: 1,add.w: 1"
"Glitch(2),Glitch(9),Glitch(1),Glitch(1)",1,35,2.857,"bne: 2,bl: 2,ldr: 2,cmp: 2,b: 1,str: 1,beq: 1,add.w: 1,stm.w: 1"
