Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(6),Glitch(10),Glitch(2)",1,87,1.149,"ldr: 4,cmp: 4,bl: 3,stm.w: 2,bne: 2,add: 1,beq: 1,mov: 1,eors: 1"
"Glitch(1),Glitch(7),Glitch(2),Glitch(3)",1,58,1.724,"cmp: 4,bne: 2,bl: 2,ldr: 2,beq: 2,add.w: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(5)",3,82,3.659,"ldr: 13,cmp: 6,bne: 6,stm.w: 5,str: 3,eors: 3,add: 3,add.w: 3,ldm.w: 3,b: 3,movs: 3,asrs: 2,lsrs: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(5)",2,111,1.802,"cmp: 8,ldr: 6,bne: 4,add: 3,ldm.w: 2,asrs: 2,b: 2,stm.w: 2,str: 2,bl: 2,eors: 2,lsrs: 1,push: 1,movs: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(7)",2,121,1.653,"ldr: 8,bl: 4,cmp: 4,bne: 4,add: 4,lsrs: 2,mov: 2,ldm.w: 2,asrs: 2,push: 2,eors: 2,stm.w: 2,str: 2,b: 2"
"Glitch(1),Glitch(7),Glitch(9),Glitch(2)",1,90,1.111,"cmp: 4,ldr: 4,bne: 2,bl: 2,mov: 1,ldm.w: 1,b: 1,stm.w: 1,add: 1,str: 1,stm: 1"
"Glitch(1),Glitch(7),Glitch(10),Glitch(5)",1,100,1.000,"ldr: 6,cmp: 2,bne: 2,stm.w: 1,add: 1,add.w: 1,stm: 1,ldm.w: 1,mov: 1,str: 1,push: 1,asrs: 1,b: 1,bl: 1,lsrs: 1,eors: 1"
"Glitch(1),Glitch(8),Glitch(1),Glitch(3)",3,100,3.000,"cmp: 8,bne: 6,ldr: 4,stm.w: 4,ldm.w: 4,bl: 3,b: 2,beq: 2,str: 2,add.w: 2,asrs: 2"
"Glitch(1),Glitch(8),Glitch(2),Glitch(4)",3,88,3.409,"cmp: 12,ldr: 6,bne: 6,str: 3,asrs: 3,beq: 3,b: 3,bl: 3,lsrs: 3,add.w: 3"
"Glitch(1),Glitch(8),Glitch(3),Glitch(3)",1,99,1.010,"cmp: 3,ldr: 2,bne: 2,stm.w: 1,ldm.w: 1,bl: 1,b: 1,eors: 1,str: 1,movs: 1,beq: 1"
"Glitch(1),Glitch(8),Glitch(4),Glitch(3)",1,113,0.885,"ldr: 4,cmp: 2,bne: 2,asrs: 1,b: 1,bl: 1,ldm.w: 1,stm.w: 1,eors: 1,str: 1,add.w: 1"
"Glitch(1),Glitch(8),Glitch(4),Glitch(6)",4,128,3.125,"ldr: 16,cmp: 9,bne: 8,add: 7,str: 4,b: 4,bl: 4,asrs: 4,add.w: 4,stm.w: 4,ldm.w: 3,push: 3,lsrs: 3,beq: 1,movs: 1,eors: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(3)",4,56,7.143,"ldr: 18,cmp: 9,bne: 8,ldm.w: 5,bl: 5,stm.w: 5,add.w: 4,add: 4,eors: 4,b: 3,asrs: 3,str: 3,beq: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(5)",2,38,5.263,"cmp: 9,ldr: 9,bne: 4,bl: 3,stm.w: 3,eors: 2,ldm.w: 2,add: 2,beq: 1,b: 1,str: 1,lsrs: 1,push: 1,asrs: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(7)",3,118,2.542,"cmp: 12,bl: 6,ldr: 6,add: 6,bne: 6,beq: 3,str: 3,push: 3,mov: 3,lsrs: 3,eors: 3,ldm.w: 3,asrs: 3,b: 3,stm.w: 3"
"Glitch(1),Glitch(8),Glitch(8),Glitch(7)",2,120,1.667,"ldr: 11,bne: 4,add: 4,cmp: 4,str: 2,asrs: 2,eors: 2,add.w: 2,lsrs: 2,b: 2,beq: 2,ldm.w: 2,bl: 2,mov: 2,movs: 2,stm.w: 2,push: 1"
"Glitch(1),Glitch(8),Glitch(9),Glitch(3)",3,188,1.596,"ldr: 15,cmp: 9,bl: 6,bne: 6,beq: 3,add.w: 3,str: 3,asrs: 3,add: 3,mov: 3,stm.w: 3,b: 3,eors: 2,stm: 1"
"Glitch(1),Glitch(8),Glitch(9),Glitch(6)",5,68,7.353,"ldr: 22,cmp: 21,bl: 11,bne: 10,add: 8,stm.w: 7,beq: 6,add.w: 5,mov: 5,str: 4,b: 4,push: 3,asrs: 3,movs: 3,stm: 3,eors: 2,lsrs: 2,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(9),Glitch(7)",3,140,2.143,"ldr: 17,cmp: 10,bne: 6,add: 6,beq: 4,bl: 4,stm.w: 4,ldm.w: 4,stm: 3,mov: 3,add.w: 3,asrs: 2,b: 2,push: 2,movs: 2,str: 2,lsrs: 1"
"Glitch(1),Glitch(8),Glitch(9),Glitch(10)",3,45,6.667,"ldr: 14,cmp: 9,add: 7,bne: 6,stm.w: 5,mov: 5,push: 4,ldm.w: 3,eors: 3,asrs: 3,b: 3,bl: 3,str: 3,lsrs: 3,add.w: 3,beq: 3,movs: 2,bx: 2,pop: 2,nop: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(3)",1,97,1.031,"ldr: 6,cmp: 3,bl: 2,bne: 2,asrs: 1,add.w: 1,beq: 1,eors: 1,add: 1,stm: 1,b: 1,str: 1,mov: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(10)",1,68,1.471,"ldr: 7,cmp: 3,add: 2,bne: 2,mov: 2,bl: 2,push: 1,pop: 1,str: 1,add.w: 1,bx: 1,nop: 1,eors: 1,lsrs: 1,beq: 1,asrs: 1,b: 1"
"Glitch(1),Glitch(9),Glitch(2),Glitch(2)",1,38,2.632,"cmp: 4,ldm.w: 2,bne: 2,ldr: 2,add.w: 1,beq: 1,stm.w: 1,bl: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(6)",3,87,3.448,"cmp: 12,ldr: 7,bne: 6,stm.w: 5,bl: 3,str: 3,b: 3,ldm.w: 3,asrs: 3,eors: 3,beq: 3,add.w: 3,add: 3,lsrs: 2,movs: 2,push: 2"
"Glitch(1),Glitch(9),Glitch(5),Glitch(9)",2,107,1.869,"cmp: 8,ldr: 7,add: 6,bne: 4,str: 2,push: 2,beq: 2,movs: 2,bl: 2,b: 2,asrs: 2,stm.w: 2,eors: 2,lsrs: 2,ldm.w: 2,mov: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(8)",4,19,21.053,"ldr: 20,cmp: 12,add: 9,bne: 8,asrs: 4,eors: 4,stm.w: 4,lsrs: 4,push: 4,bl: 4,b: 4,ldm.w: 4,str: 4,beq: 4,mov: 3,movs: 2,pop: 2"
"Glitch(1),Glitch(9),Glitch(6),Glitch(9)",2,54,3.704,"ldr: 7,cmp: 6,bne: 4,stm.w: 3,bl: 3,add: 3,beq: 2,bx: 2,ldm.w: 2,add.w: 2,push: 2,mov: 2,lsrs: 2,asrs: 2,b: 2,eors: 2,pop: 2,str: 2"
"Glitch(1),Glitch(9),Glitch(7),Glitch(2)",1,162,0.617,"ldr: 5,cmp: 3,bne: 2,stm.w: 2,add: 1,beq: 1,add.w: 1,eors: 1,b: 1,bl: 1,str: 1"
"Glitch(1),Glitch(9),Glitch(8),Glitch(6)",2,46,4.348,"ldr: 13,bl: 5,cmp: 5,bne: 4,stm.w: 3,beq: 3,add: 3,mov: 2,add.w: 2,stm: 2,push: 1,str: 1,lsrs: 1,b: 1,asrs: 1,ldm.w: 1"
"Glitch(1),Glitch(9),Glitch(9),Glitch(8)",3,57,5.263,"ldr: 12,cmp: 12,add: 7,stm.w: 6,bl: 6,bne: 6,mov: 5,eors: 3,push: 3,lsrs: 3,add.w: 3,b: 3,asrs: 3,str: 3,ldm.w: 3,pop: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(2),Glitch(3)",2,47,4.255,"cmp: 7,ldr: 5,bne: 4,bl: 2,ldm.w: 2,str: 2,stm.w: 2,add.w: 2,beq: 2,b: 2,asrs: 2"
"Glitch(1),Glitch(10),Glitch(3),Glitch(8)",3,73,4.110,"cmp: 12,ldr: 8,bne: 6,ldm.w: 3,add.w: 3,stm.w: 3,add: 3,asrs: 3,lsrs: 3,b: 3,push: 3,mov: 3,str: 3,beq: 3,bl: 3,pop: 2,eors: 1,movs: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(10)",1,165,0.606,"cmp: 4,bne: 2,ldr: 2,add: 1,lsrs: 1,add.w: 1,eors: 1,b: 1,bx: 1,str: 1,stm.w: 1,mov: 1,push: 1,pop: 1,asrs: 1,ldm.w: 1,movs: 1,beq: 1,bl: 1"
"Glitch(1),Glitch(10),Glitch(4),Glitch(2)",2,82,2.439,"ldr: 8,cmp: 6,bne: 4,beq: 2,stm.w: 2,ldm.w: 2,str: 2,bl: 2,add: 2,add.w: 2,b: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(4)",4,167,2.395,"ldr: 16,cmp: 12,bne: 8,beq: 4,b: 4,bl: 4,stm.w: 4,ldm.w: 4,add.w: 4,eors: 4,str: 4,asrs: 4,lsrs: 2,movs: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(10)",3,71,4.225,"cmp: 12,ldr: 9,add: 6,bne: 6,beq: 3,bl: 3,bx: 3,b: 3,mov: 3,lsrs: 3,ldm.w: 3,asrs: 3,push: 3,stm.w: 3,add.w: 3,str: 3,pop: 3,nop: 3"
"Glitch(1),Glitch(10),Glitch(5),Glitch(3)",1,154,0.649,"cmp: 4,ldr: 3,stm.w: 3,ldm.w: 2,bne: 2,add.w: 2,eors: 1,beq: 1,bl: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(4)",1,143,0.699,"ldr: 5,cmp: 3,bne: 2,stm.w: 1,eors: 1,beq: 1,b: 1,add.w: 1,ldm.w: 1,bl: 1,str: 1,lsrs: 1,asrs: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(8)",1,127,0.787,"ldr: 4,cmp: 3,bne: 2,add: 2,pop: 1,beq: 1,bl: 1,mov: 1,eors: 1,lsrs: 1,stm.w: 1,asrs: 1,ldm.w: 1,b: 1,add.w: 1,push: 1,str: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(2)",2,99,2.020,"ldr: 8,cmp: 6,bl: 4,bne: 4,add.w: 3,ldm.w: 3,eors: 2,stm.w: 2,add: 2,beq: 2,b: 1,str: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(6)",2,99,2.020,"ldr: 13,cmp: 5,bl: 5,bne: 4,beq: 3,add: 3,stm.w: 3,ldm.w: 3,stm: 2,mov: 2,add.w: 2,asrs: 1,push: 1,lsrs: 1,str: 1,b: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(8)",10,70,14.286,"ldr: 46,cmp: 38,add: 21,bl: 21,bne: 20,stm.w: 15,mov: 13,beq: 11,ldm.w: 11,add.w: 10,lsrs: 9,b: 9,str: 9,asrs: 9,push: 9,eors: 7,pop: 6,stm: 3,movs: 3"
"Glitch(1),Glitch(10),Glitch(10),Glitch(5)",2,62,3.226,"ldr: 11,cmp: 8,bne: 4,bl: 4,push: 2,str: 2,lsrs: 2,add.w: 2,eors: 2,add: 2,asrs: 2,ldm.w: 2,beq: 2,mov: 2,stm.w: 2,b: 2,stm: 1"
"Glitch(1),Glitch(10),Glitch(10),Glitch(6)",3,169,1.775,"ldr: 18,cmp: 14,bl: 8,stm.w: 7,bne: 6,ldm.w: 5,beq: 5,add: 4,eors: 3,add.w: 3,mov: 3,lsrs: 1,asrs: 1,push: 1,str: 1,b: 1"
"Glitch(2),Glitch(1),Glitch(4),Glitch(8)",2,60,3.333,"ldr: 6,cmp: 5,bne: 4,eors: 2,add: 2,push: 1,ldm.w: 1,mov: 1,stm.w: 1,asrs: 1,lsrs: 1,pop: 1,beq: 1,bl: 1,b: 1,str: 1"
"Glitch(2),Glitch(1),Glitch(9),Glitch(6)",2,45,4.444,"b: 4,bne: 4,str: 4,ldr: 4,add: 4,bl: 2,stm.w: 2,cmp: 2,asrs: 2,mov: 2,push: 2,lsrs: 2,eors: 2"
"Glitch(2),Glitch(2),Glitch(1),Glitch(6)",1,39,2.564,"bl: 2,bne: 2,ldr: 2,cmp: 2,stm.w: 1,ldm.w: 1,beq: 1"
"Glitch(2),Glitch(2),Glitch(3),Glitch(3)",1,24,4.167,"cmp: 3,bne: 2,ldr: 2,asrs: 1,b: 1,str: 1"
"Glitch(2),Glitch(2),Glitch(5),Glitch(10)",2,39,5.128,"bne: 4,ldr: 4,b: 4,str: 4,add: 3,bl: 2,push: 2,pop: 2,cmp: 2,mov: 2,asrs: 2,lsrs: 2,eors: 2,movs: 1,bx: 1,nop: 1"
"Glitch(2),Glitch(2),Glitch(6),Glitch(2)",2,99,2.020,"ldr: 6,bne: 4,cmp: 4,b: 2,bl: 2,eors: 2,str: 2,stm.w: 1,add: 1"
"Glitch(2),Glitch(2),Glitch(6),Glitch(4)",1,40,2.500,"cmp: 4,ldr: 3,bl: 2,bne: 2,eors: 1,beq: 1,add: 1"
"Glitch(2),Glitch(2),Glitch(8),Glitch(5)",2,59,3.390,"ldr: 6,bl: 5,bne: 4,add: 3,str: 3,b: 3,stm.w: 2,cmp: 2,stm: 1,asrs: 1,mov: 1,eors: 1,beq: 1,movs: 1"
"Glitch(2),Glitch(2),Glitch(9),Glitch(7)",1,91,1.099,"cmp: 3,ldr: 3,add: 2,bne: 2,b: 1,eors: 1,stm.w: 1,push: 1,lsrs: 1,mov: 1,movs: 1,bl: 1,str: 1,asrs: 1"
"Glitch(2),Glitch(3),Glitch(4),Glitch(3)",3,186,1.613,"cmp: 10,ldr: 6,bne: 6,bl: 4,eors: 3,asrs: 2,b: 2,str: 2,beq: 1"
"Glitch(2),Glitch(3),Glitch(5),Glitch(3)",2,124,1.613,"ldr: 8,cmp: 6,bne: 4,eors: 2,ldm.w: 1,asrs: 1,stm.w: 1,add.w: 1,str: 1,b: 1"
"Glitch(2),Glitch(3),Glitch(6),Glitch(2)",3,59,5.085,"bl: 7,bne: 6,cmp: 6,str: 5,b: 5,ldr: 3,add: 3,eors: 3,beq: 1"
"Glitch(2),Glitch(3),Glitch(9),Glitch(6)",5,104,4.808,"ldr: 22,cmp: 11,bne: 10,b: 9,str: 9,add: 9,bl: 6,mov: 5,stm: 5,asrs: 4,lsrs: 3,push: 2,movs: 2,beq: 1,ldm.w: 1,stm.w: 1"
"Glitch(2),Glitch(3),Glitch(9),Glitch(7)",3,33,9.091,"ldr: 15,cmp: 9,bne: 6,add: 6,mov: 4,bl: 3,str: 3,b: 3,asrs: 3,lsrs: 3,stm: 2,push: 2,movs: 2,eors: 1,stm.w: 1"
"Glitch(2),Glitch(3),Glitch(10),Glitch(7)",1,43,2.326,"ldr: 4,b: 2,str: 2,add: 2,cmp: 2,mov: 2,bne: 2,stm: 1,bl: 1,asrs: 1,eors: 1,lsrs: 1,push: 1"
"Glitch(2),Glitch(4),Glitch(1),Glitch(6)",1,127,0.787,"bne: 2,ldr: 2,cmp: 2,b: 1,push: 1,add: 1,lsrs: 1,asrs: 1,bl: 1,str: 1"
"Glitch(2),Glitch(4),Glitch(2),Glitch(3)",2,112,1.786,"cmp: 6,ldr: 4,bne: 4,bl: 2,movs: 1,b: 1,ldm.w: 1,add.w: 1,str: 1,stm.w: 1"
"Glitch(2),Glitch(4),Glitch(2),Glitch(4)",1,69,1.449,"bne: 2,cmp: 2,ldr: 2,b: 1,bl: 1,beq: 1,asrs: 1,lsrs: 1,str: 1"
"Glitch(2),Glitch(4),Glitch(3),Glitch(8)",1,40,2.500,"ldr: 3,add: 2,bne: 2,cmp: 2,bl: 1,str: 1,b: 1,push: 1,mov: 1,pop: 1,asrs: 1,lsrs: 1"
"Glitch(2),Glitch(4),Glitch(4),Glitch(5)",5,66,7.576,"cmp: 19,ldr: 12,bne: 10,bl: 8,add: 6,b: 4,str: 4,asrs: 3,lsrs: 3,push: 2,movs: 2,stm.w: 1,beq: 1"
"Glitch(2),Glitch(4),Glitch(6),Glitch(7)",4,51,7.843,"ldr: 15,cmp: 12,bne: 8,stm.w: 6,add: 6,b: 4,str: 4,lsrs: 4,asrs: 4,eors: 4,movs: 3,push: 3,bl: 2,mov: 1"
"Glitch(2),Glitch(4),Glitch(7),Glitch(2)",2,54,3.704,"ldr: 6,b: 4,str: 4,cmp: 4,bne: 4,bl: 2,stm.w: 2,eors: 2,add: 2"
"Glitch(2),Glitch(5),Glitch(3),Glitch(9)",6,58,10.345,"cmp: 21,ldr: 16,bne: 12,add: 10,push: 5,lsrs: 5,b: 5,beq: 5,str: 5,bl: 5,asrs: 5,mov: 3,pop: 3,bx: 3,ldm.w: 3,stm.w: 3,eors: 2,movs: 2,add.w: 1"
"Glitch(2),Glitch(5),Glitch(4),Glitch(5)",3,122,2.459,"ldr: 10,cmp: 8,bne: 6,stm.w: 4,add: 3,bl: 3,ldm.w: 3,asrs: 2,b: 2,lsrs: 2,str: 2,push: 2,beq: 1"
"Glitch(2),Glitch(5),Glitch(4),Glitch(8)",2,155,1.290,"cmp: 8,ldr: 7,bne: 4,add: 3,asrs: 2,push: 2,bl: 2,lsrs: 2,str: 2,b: 2,movs: 2,eors: 2"
"Glitch(2),Glitch(5),Glitch(6),Glitch(9)",2,87,2.299,"ldr: 7,cmp: 6,b: 4,bne: 4,str: 4,push: 3,add: 3,eors: 2,stm.w: 2,lsrs: 2,asrs: 2,bl: 2,movs: 2,mov: 1"
"Glitch(2),Glitch(5),Glitch(6),Glitch(10)",2,16,12.500,"ldr: 8,cmp: 6,bne: 4,stm.w: 4,bx: 2,lsrs: 2,asrs: 2,str: 2,b: 2,push: 2,pop: 2,mov: 2,add: 2,ldm.w: 2,eors: 2,movs: 1,nop: 1"
"Glitch(2),Glitch(5),Glitch(7),Glitch(7)",1,36,2.778,"ldr: 4,cmp: 3,stm.w: 2,bne: 2,add: 2,bl: 1,b: 1,str: 1,push: 1,eors: 1,lsrs: 1,mov: 1,asrs: 1"
"Glitch(2),Glitch(5),Glitch(10),Glitch(3)",1,50,2.000,"ldr: 6,cmp: 3,bne: 2,asrs: 1,add: 1,bl: 1,ldm.w: 1,b: 1,str: 1,mov: 1,eors: 1,stm.w: 1"
"Glitch(2),Glitch(6),Glitch(3),Glitch(7)",1,70,1.429,"ldr: 5,cmp: 3,bne: 2,movs: 1,stm.w: 1,b: 1,ldm.w: 1,lsrs: 1,asrs: 1,str: 1,add: 1"
"Glitch(2),Glitch(6),Glitch(4),Glitch(8)",2,67,2.985,"ldr: 8,cmp: 5,bne: 4,b: 3,str: 3,ldm.w: 3,stm.w: 3,eors: 2,add: 2,mov: 1,bl: 1,movs: 1,lsrs: 1,beq: 1,asrs: 1,push: 1"
"Glitch(2),Glitch(6),Glitch(5),Glitch(2)",1,75,1.333,"bl: 3,ldr: 3,cmp: 3,bne: 2,ldm.w: 1,stm.w: 1,add: 1,beq: 1"
"Glitch(2),Glitch(6),Glitch(5),Glitch(10)",8,71,11.268,"ldr: 22,add: 18,cmp: 17,bne: 16,b: 15,bl: 15,str: 15,stm.w: 11,ldm.w: 9,push: 8,lsrs: 7,asrs: 7,mov: 6,movs: 5,pop: 4,bx: 3,eors: 2,nop: 2,add.w: 1,beq: 1"
"Glitch(2),Glitch(6),Glitch(6),Glitch(2)",1,42,2.381,"cmp: 4,bl: 3,ldr: 3,bne: 2,add: 1,eors: 1,beq: 1,stm.w: 1"
"Glitch(2),Glitch(6),Glitch(6),Glitch(9)",3,116,2.586,"ldr: 13,cmp: 9,bne: 6,stm.w: 5,push: 4,add: 4,ldm.w: 3,str: 3,bl: 3,asrs: 3,lsrs: 3,eors: 3,b: 3,pop: 2,mov: 2,movs: 2,bx: 1"
"Glitch(2),Glitch(6),Glitch(9),Glitch(5)",5,148,3.378,"ldr: 24,cmp: 18,bne: 10,bl: 8,stm.w: 6,add: 6,mov: 5,asrs: 5,str: 5,b: 5,eors: 5,push: 4,lsrs: 4,beq: 2,ldm.w: 2,movs: 1"
"Glitch(2),Glitch(7),Glitch(1),Glitch(9)",2,85,2.353,"b: 4,bne: 4,cmp: 4,str: 4,ldr: 3,add: 3,lsrs: 2,asrs: 2,push: 2,bl: 2,beq: 2,add.w: 2,pop: 1,mov: 1,movs: 1,bx: 1"
"Glitch(2),Glitch(7),Glitch(2),Glitch(3)",3,81,3.704,"cmp: 9,ldr: 9,bne: 6,bl: 3,add.w: 3,str: 3,b: 3,beq: 3,asrs: 2,movs: 1"
