Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(5),Glitch(2),Glitch(3)",2,43,4.651,"cmp: 7,bne: 4,ldr: 4,bl: 3,beq: 1,movs: 1,b: 1,str: 1"
"Glitch(1),Glitch(5),Glitch(3),Glitch(1)",1,159,0.629,"cmp: 3,ldr: 2,bl: 2,bne: 2,stm.w: 1"
"Glitch(1),Glitch(5),Glitch(4),Glitch(6)",1,121,0.826,"cmp: 3,bne: 2,add: 2,bl: 2,ldr: 2,b: 1,str: 1,push: 1,asrs: 1,lsrs: 1"
"Glitch(1),Glitch(5),Glitch(6),Glitch(6)",4,102,3.922,"cmp: 16,ldr: 14,bne: 8,b: 4,stm.w: 4,bl: 4,eors: 4,add: 4,str: 4,asrs: 3,push: 3,movs: 2,lsrs: 2"
"Glitch(1),Glitch(5),Glitch(7),Glitch(4)",1,35,2.857,"cmp: 4,ldr: 3,bne: 2,stm.w: 1,b: 1,lsrs: 1,eors: 1,add: 1,bl: 1,asrs: 1,str: 1"
"Glitch(1),Glitch(5),Glitch(8),Glitch(9)",5,77,6.494,"ldr: 25,add: 11,stm.w: 10,eors: 5,b: 5,lsrs: 5,push: 5,bl: 5,cmp: 5,mov: 5,ldm.w: 5,asrs: 5,add.w: 5,bne: 5,str: 5,pop: 4,bx: 3,movs: 2"
"Glitch(1),Glitch(6),Glitch(1),Glitch(7)",5,45,11.111,"ldr: 14,bne: 6,cmp: 6,asrs: 5,b: 5,add: 5,beq: 5,str: 5,lsrs: 5,push: 5,mov: 4,bl: 3,stm.w: 2,ldm.w: 2,add.w: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(2),Glitch(7)",5,140,3.571,"ldr: 17,bne: 10,cmp: 5,asrs: 5,ldm.w: 5,add: 5,stm.w: 5,b: 5,str: 5,bl: 5,lsrs: 4,push: 4,movs: 3,mov: 2"
"Glitch(1),Glitch(6),Glitch(3),Glitch(8)",9,43,20.930,"ldr: 26,cmp: 21,bne: 18,add: 16,push: 9,ldm.w: 9,b: 9,stm.w: 9,str: 9,lsrs: 9,asrs: 9,mov: 6,pop: 5,movs: 4,eors: 3"
"Glitch(1),Glitch(6),Glitch(4),Glitch(3)",5,34,14.706,"ldr: 20,ldm.w: 5,cmp: 5,eors: 5,beq: 5,bne: 5,str: 5,stm.w: 5,b: 5,add.w: 5,asrs: 4,movs: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(3)",4,121,3.306,"ldr: 16,cmp: 9,bne: 6,beq: 5,eors: 4,str: 3,asrs: 3,bl: 3,b: 3,stm.w: 2,ldm.w: 2,add.w: 2,add: 2"
"Glitch(1),Glitch(6),Glitch(8),Glitch(3)",3,25,12.000,"ldr: 12,cmp: 10,bne: 6,bl: 4,mov: 3,ldm.w: 3,add: 3,eors: 3,stm.w: 3,str: 2,b: 2,asrs: 2,beq: 1"
"Glitch(1),Glitch(6),Glitch(10),Glitch(3)",2,64,3.125,"ldr: 10,cmp: 8,bne: 4,bl: 4,add: 2,stm.w: 2,eors: 2,b: 2,str: 2,asrs: 2,mov: 2"
"Glitch(1),Glitch(6),Glitch(10),Glitch(8)",2,41,4.878,"ldr: 8,cmp: 6,mov: 4,add: 4,stm.w: 4,bl: 4,bne: 4,pop: 2,asrs: 2,eors: 2,b: 2,lsrs: 2,push: 2,str: 2,ldm.w: 2"
"Glitch(1),Glitch(7),Glitch(3),Glitch(5)",7,102,6.863,"ldr: 24,bne: 14,cmp: 11,add: 9,b: 7,add.w: 7,str: 7,asrs: 7,lsrs: 5,push: 5,beq: 4,bl: 4,ldm.w: 3,stm.w: 3,movs: 2"
"Glitch(1),Glitch(7),Glitch(5),Glitch(2)",5,39,12.821,"ldr: 20,cmp: 10,bne: 10,bl: 6,add: 5,add.w: 5,stm.w: 5,ldm.w: 5,b: 4,str: 4,beq: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(8)",2,56,3.571,"ldr: 6,cmp: 6,bne: 4,add: 4,bl: 4,add.w: 2,lsrs: 2,mov: 2,str: 2,beq: 2,asrs: 2,b: 2,push: 2,pop: 1,movs: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(9)",1,61,1.639,"ldr: 5,cmp: 3,bne: 2,push: 2,eors: 1,asrs: 1,lsrs: 1,ldm.w: 1,bl: 1,b: 1,stm.w: 1,movs: 1,str: 1,add: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(2)",3,24,12.500,"ldr: 15,stm.w: 6,cmp: 6,beq: 3,add.w: 3,bne: 3,ldm.w: 3,eors: 3,b: 3,str: 3"
"Glitch(1),Glitch(7),Glitch(7),Glitch(8)",1,28,3.571,"ldr: 6,cmp: 4,bne: 2,stm.w: 2,bl: 2,add: 2,ldm.w: 2,eors: 1,beq: 1,add.w: 1"
"Glitch(1),Glitch(7),Glitch(9),Glitch(4)",1,15,6.667,"ldr: 4,cmp: 4,bl: 2,bne: 2,b: 1,asrs: 1,lsrs: 1,add: 1,stm.w: 1,beq: 1,mov: 1,eors: 1,str: 1"
"Glitch(1),Glitch(7),Glitch(9),Glitch(7)",2,58,3.448,"ldr: 8,cmp: 6,stm.w: 4,add: 4,bl: 4,bne: 4,mov: 4,ldm.w: 2,push: 2,eors: 2,b: 2,lsrs: 2,str: 2,asrs: 2"
"Glitch(1),Glitch(7),Glitch(10),Glitch(6)",6,85,7.059,"ldr: 34,cmp: 20,bne: 12,add: 11,bl: 8,b: 6,mov: 6,stm.w: 6,eors: 6,str: 6,push: 5,movs: 4,ldm.w: 4,asrs: 4,lsrs: 4,add.w: 4,beq: 2,stm: 2"
"Glitch(1),Glitch(8),Glitch(3),Glitch(6)",5,109,4.587,"ldr: 15,bne: 10,cmp: 10,add: 9,beq: 5,lsrs: 5,add.w: 5,b: 5,stm.w: 5,ldm.w: 5,asrs: 5,str: 5,push: 4,movs: 2"
"Glitch(1),Glitch(8),Glitch(4),Glitch(3)",2,36,5.556,"cmp: 8,ldr: 6,bne: 4,beq: 2,bl: 2,add.w: 2,b: 2,str: 2,asrs: 2,add: 2"
"Glitch(1),Glitch(8),Glitch(4),Glitch(7)",4,113,3.540,"cmp: 13,ldr: 13,bne: 8,beq: 5,stm.w: 5,bl: 5,add.w: 4,add: 4,eors: 4,asrs: 3,lsrs: 3,push: 3,b: 3,str: 3,movs: 2,mov: 1,ldm.w: 1"
"Glitch(1),Glitch(8),Glitch(4),Glitch(10)",1,81,1.235,"cmp: 4,ldr: 2,bne: 2,lsrs: 1,movs: 1,pop: 1,bx: 1,eors: 1,push: 1,b: 1,str: 1,asrs: 1,add.w: 1,add: 1,bl: 1,beq: 1,stm.w: 1,mov: 1"
"Glitch(1),Glitch(8),Glitch(5),Glitch(2)",6,52,11.538,"ldr: 24,cmp: 12,stm.w: 10,beq: 7,bl: 7,ldm.w: 6,add.w: 6,bne: 6,eors: 6,b: 5,str: 5,add: 2"
"Glitch(1),Glitch(8),Glitch(5),Glitch(4)",2,92,2.174,"ldr: 9,cmp: 9,bne: 4,bl: 3,stm.w: 2,ldm.w: 2,eors: 2,lsrs: 1,beq: 1,str: 1,asrs: 1,b: 1"
"Glitch(1),Glitch(8),Glitch(7),Glitch(7)",4,56,7.143,"cmp: 16,ldr: 12,bne: 8,bl: 8,add: 8,lsrs: 4,mov: 4,stm.w: 4,b: 4,add.w: 4,asrs: 4,str: 4,beq: 4,eors: 4,push: 4"
"Glitch(1),Glitch(8),Glitch(8),Glitch(3)",5,51,9.804,"ldr: 20,cmp: 15,stm.w: 11,bl: 10,bne: 10,add.w: 6,ldm.w: 6,add: 5,eors: 5,b: 4,str: 4,asrs: 3,movs: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(3)",2,44,4.545,"ldr: 10,cmp: 8,bl: 4,bne: 4,mov: 2,eors: 2,asrs: 2,str: 2,b: 2,stm: 2,beq: 2,add: 2,add.w: 2"
"Glitch(1),Glitch(8),Glitch(10),Glitch(5)",3,25,12.000,"ldr: 15,cmp: 9,bne: 6,stm.w: 6,lsrs: 3,eors: 3,asrs: 3,beq: 3,add.w: 3,str: 3,ldm.w: 3,mov: 3,bl: 3,add: 3,b: 3,push: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(1),Glitch(10)",2,22,9.091,"ldr: 7,bne: 4,cmp: 4,add: 3,mov: 2,stm.w: 2,lsrs: 2,b: 2,bl: 2,add.w: 2,asrs: 2,push: 2,str: 2,beq: 2,nop: 1,pop: 1,bx: 1,movs: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(10)",1,25,4.000,"ldr: 5,bne: 2,cmp: 2,add: 2,ldm.w: 1,add.w: 1,beq: 1,push: 1,lsrs: 1,b: 1,bl: 1,movs: 1,asrs: 1,stm.w: 1,mov: 1,str: 1"
"Glitch(1),Glitch(9),Glitch(4),Glitch(6)",5,59,8.475,"cmp: 20,ldr: 17,bne: 10,eors: 5,beq: 5,add: 5,str: 5,stm.w: 5,ldm.w: 5,b: 5,bl: 5,push: 4,asrs: 4,lsrs: 3,movs: 2"
"Glitch(1),Glitch(9),Glitch(5),Glitch(7)",1,18,5.556,"ldr: 4,cmp: 4,bne: 2,b: 1,lsrs: 1,mov: 1,str: 1,bl: 1,eors: 1,ldm.w: 1,beq: 1,add: 1,add.w: 1,push: 1,asrs: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(2)",2,58,3.448,"ldr: 10,cmp: 4,stm.w: 4,bne: 4,str: 2,b: 2,eors: 2,ldm.w: 2,add.w: 2,bl: 2,beq: 2"
"Glitch(1),Glitch(9),Glitch(6),Glitch(3)",1,172,0.581,"ldr: 5,cmp: 3,bne: 2,ldm.w: 1,beq: 1,bl: 1,add: 1,eors: 1,asrs: 1,b: 1,str: 1,add.w: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(7)",2,83,2.410,"cmp: 8,ldr: 7,add: 4,bne: 4,ldm.w: 2,eors: 2,add.w: 2,lsrs: 2,stm.w: 2,str: 2,asrs: 2,bl: 2,b: 2,beq: 2,mov: 1,push: 1,movs: 1"
"Glitch(1),Glitch(9),Glitch(7),Glitch(7)",5,8,62.500,"ldr: 27,cmp: 15,bne: 10,add: 10,stm.w: 10,b: 5,beq: 5,bl: 5,str: 5,ldm.w: 5,eors: 5,asrs: 5,push: 4,lsrs: 4,mov: 3,movs: 2"
"Glitch(1),Glitch(9),Glitch(9),Glitch(3)",4,140,2.857,"ldr: 24,cmp: 12,bl: 8,add.w: 4,mov: 4,bne: 4,b: 4,ldm.w: 4,beq: 4,str: 4,add: 4,stm.w: 4,asrs: 4,eors: 3,stm: 1"
"Glitch(1),Glitch(9),Glitch(10),Glitch(5)",6,43,13.953,"ldr: 34,cmp: 24,bl: 12,add: 6,str: 6,b: 6,stm.w: 6,lsrs: 6,beq: 6,asrs: 6,bne: 6,eors: 6,mov: 6,ldm.w: 6,push: 6,add.w: 6,stm: 2"
"Glitch(1),Glitch(10),Glitch(2),Glitch(4)",4,102,3.922,"ldr: 12,cmp: 12,bne: 8,beq: 4,b: 4,asrs: 4,stm.w: 4,bl: 4,add.w: 4,ldm.w: 4,str: 4,lsrs: 3,movs: 1"
"Glitch(1),Glitch(10),Glitch(2),Glitch(5)",1,47,2.128,"cmp: 3,ldr: 3,bne: 2,add.w: 1,beq: 1,push: 1,str: 1,lsrs: 1,b: 1,ldm.w: 1,asrs: 1,stm.w: 1,bl: 1"
"Glitch(1),Glitch(10),Glitch(3),Glitch(2)",2,125,1.600,"cmp: 8,bne: 4,ldr: 4,bl: 2,stm.w: 2,ldm.w: 2,beq: 2,eors: 2,add.w: 2,b: 2,str: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(6)",16,104,15.385,"cmp: 61,ldr: 50,bne: 32,add: 26,bl: 19,ldm.w: 16,beq: 16,b: 16,stm.w: 16,add.w: 16,str: 16,push: 15,asrs: 14,lsrs: 14,eors: 5,movs: 4"
"Glitch(1),Glitch(10),Glitch(4),Glitch(7)",7,86,8.140,"ldr: 29,cmp: 16,bne: 14,bl: 12,add: 12,beq: 7,ldm.w: 7,stm.w: 7,add.w: 7,asrs: 7,b: 7,push: 7,str: 7,lsrs: 6,mov: 5,eors: 2,movs: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(9)",3,54,5.556,"ldr: 10,cmp: 9,add: 6,bne: 6,bl: 6,push: 4,ldm.w: 3,add.w: 3,b: 3,str: 3,lsrs: 3,beq: 3,asrs: 3,stm.w: 3,pop: 2,mov: 2,bx: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(4)",5,148,3.378,"cmp: 21,ldr: 16,bne: 10,beq: 6,bl: 6,stm.w: 6,ldm.w: 5,add.w: 5,eors: 5,b: 4,add: 4,lsrs: 4,asrs: 4,str: 4"
"Glitch(1),Glitch(10),Glitch(6),Glitch(6)",2,80,2.500,"ldr: 8,cmp: 8,bne: 4,stm.w: 4,asrs: 2,push: 2,b: 2,add.w: 2,eors: 2,bl: 2,add: 2,str: 2,lsrs: 2,ldm.w: 2,beq: 2"
"Glitch(1),Glitch(10),Glitch(7),Glitch(7)",3,31,9.677,"ldr: 13,cmp: 12,bne: 6,bl: 6,add: 6,str: 3,beq: 3,stm.w: 3,b: 3,push: 3,asrs: 3,add.w: 3,eors: 3,ldm.w: 3,movs: 2,lsrs: 2,mov: 1"
"Glitch(1),Glitch(10),Glitch(7),Glitch(8)",3,57,5.263,"ldr: 13,cmp: 12,add: 7,stm.w: 6,bne: 6,asrs: 3,beq: 3,bl: 3,b: 3,str: 3,lsrs: 3,ldm.w: 3,add.w: 3,push: 3,eors: 3,movs: 2,mov: 1,pop: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(7)",3,9,33.333,"ldr: 12,cmp: 12,bne: 6,add: 6,bl: 6,mov: 4,push: 3,beq: 3,stm.w: 3,add.w: 3,b: 3,lsrs: 3,str: 3,eors: 3,ldm.w: 3,asrs: 3,movs: 2"
"Glitch(1),Glitch(10),Glitch(9),Glitch(6)",3,25,12.000,"ldr: 16,cmp: 9,bne: 6,bl: 6,stm.w: 6,add: 5,add.w: 3,mov: 3,eors: 3,asrs: 3,b: 3,beq: 3,ldm.w: 3,str: 3,push: 2,movs: 2,lsrs: 2"
"Glitch(1),Glitch(10),Glitch(10),Glitch(7)",2,145,1.379,"ldr: 11,cmp: 8,add: 4,bl: 4,stm.w: 4,bne: 4,mov: 3,asrs: 2,eors: 2,b: 2,str: 2,add.w: 2,lsrs: 2,ldm.w: 2,beq: 2,push: 1,movs: 1"
"Glitch(2),Glitch(1),Glitch(2),Glitch(10)",2,56,3.571,"bne: 4,b: 4,str: 4,add: 2,ldr: 2,push: 2,lsrs: 2,pop: 2,nop: 2,bx: 2,asrs: 2,mov: 2"
"Glitch(2),Glitch(1),Glitch(8),Glitch(5)",2,21,9.524,"ldr: 6,bne: 4,cmp: 4,mov: 2,push: 2,b: 2,str: 2,bl: 2,add: 2,asrs: 2,lsrs: 2,eors: 2"
"Glitch(2),Glitch(1),Glitch(9),Glitch(5)",4,25,16.000,"b: 8,str: 8,bne: 8,ldr: 8,add: 5,mov: 4,eors: 4,asrs: 4,cmp: 4,bl: 4,stm.w: 4,lsrs: 3,push: 3,movs: 1"
"Glitch(2),Glitch(1),Glitch(9),Glitch(6)",2,69,2.899,"ldr: 6,b: 4,str: 4,add: 4,bne: 4,stm: 2,asrs: 2,lsrs: 2,cmp: 2,bl: 2,push: 2,mov: 2"
"Glitch(2),Glitch(1),Glitch(10),Glitch(8)",4,20,20.000,"ldr: 13,add: 8,bne: 8,str: 8,b: 8,mov: 7,eors: 4,bl: 4,asrs: 4,cmp: 4,push: 4,stm: 4,lsrs: 4,pop: 3,movs: 1"
"Glitch(2),Glitch(2),Glitch(2),Glitch(2)",4,93,4.301,"bne: 8,cmp: 8,b: 7,str: 7,ldm.w: 1,add.w: 1"
"Glitch(2),Glitch(2),Glitch(3),Glitch(2)",1,147,0.680,"cmp: 2,bl: 2,ldr: 2,bne: 2,beq: 1"
"Glitch(2),Glitch(2),Glitch(3),Glitch(9)",10,100,10.000,"bne: 20,b: 20,str: 20,cmp: 15,push: 12,ldr: 11,add: 11,lsrs: 10,asrs: 10,mov: 7,pop: 7,bx: 5,movs: 5,bl: 5,eors: 2"
"Glitch(2),Glitch(2),Glitch(4),Glitch(8)",13,102,12.745,"bne: 26,str: 25,b: 25,cmp: 24,add: 22,ldr: 17,asrs: 12,push: 12,lsrs: 12,mov: 9,pop: 8,eors: 5,movs: 4,bl: 4,beq: 1,stm.w: 1,ldm.w: 1"
"Glitch(2),Glitch(2),Glitch(5),Glitch(10)",6,73,8.219,"add: 13,b: 12,str: 12,bne: 12,bl: 8,mov: 6,push: 6,asrs: 6,pop: 6,lsrs: 6,cmp: 6,ldr: 6,nop: 5,bx: 5,eors: 4,movs: 1"
"Glitch(2),Glitch(2),Glitch(8),Glitch(9)",1,35,2.857,"ldr: 4,add: 3,bl: 2,mov: 2,bne: 2,asrs: 1,stm: 1,cmp: 1,str: 1,b: 1,lsrs: 1,movs: 1,push: 1"
"Glitch(2),Glitch(3),Glitch(2),Glitch(4)",2,110,1.818,"b: 4,bne: 4,str: 4,ldr: 2,bl: 2,cmp: 2,add: 1,lsrs: 1,movs: 1,asrs: 1"
"Glitch(2),Glitch(3),Glitch(2),Glitch(5)",3,31,9.677,"b: 6,cmp: 6,str: 6,bne: 6,ldr: 3,asrs: 3,lsrs: 3,push: 3"
"Glitch(2),Glitch(3),Glitch(2),Glitch(6)",5,43,11.628,"ldr: 12,bne: 10,b: 10,str: 10,add: 5,cmp: 5,asrs: 4,lsrs: 3,movs: 3,push: 3"
"Glitch(2),Glitch(3),Glitch(3),Glitch(1)",1,162,0.617,"bne: 2,ldr: 2,str: 1,cmp: 1,add: 1,b: 1,bl: 1"
"Glitch(2),Glitch(3),Glitch(3),Glitch(4)",3,159,1.887,"cmp: 9,bne: 6,ldr: 6,bl: 3,asrs: 3,str: 3,b: 3,lsrs: 2,movs: 1"
"Glitch(2),Glitch(3),Glitch(3),Glitch(6)",5,186,2.688,"bne: 10,cmp: 10,str: 10,b: 10,ldr: 5,eors: 5,asrs: 5,lsrs: 5,push: 5,add: 4,movs: 1"
"Glitch(2),Glitch(3),Glitch(3),Glitch(10)",4,59,6.780,"add: 10,b: 8,bne: 8,str: 8,ldr: 6,push: 5,asrs: 4,cmp: 4,lsrs: 4,bl: 4,mov: 3,nop: 2,bx: 2,pop: 2,movs: 2"
"Glitch(2),Glitch(3),Glitch(4),Glitch(6)",3,61,4.918,"ldr: 7,bl: 6,cmp: 6,add: 6,bne: 6,b: 3,asrs: 3,str: 3,push: 2,lsrs: 2,movs: 1"
"Glitch(2),Glitch(3),Glitch(4),Glitch(10)",6,91,6.593,"add: 14,ldr: 13,cmp: 12,str: 12,b: 12,bne: 12,push: 6,mov: 6,lsrs: 6,asrs: 6,pop: 5,bx: 4,movs: 3,nop: 3"
"Glitch(2),Glitch(3),Glitch(5),Glitch(5)",6,117,5.128,"cmp: 18,ldr: 13,bne: 12,add: 7,b: 6,bl: 6,eors: 6,str: 6,asrs: 5,lsrs: 5,push: 4,movs: 2"
"Glitch(2),Glitch(3),Glitch(6),Glitch(5)",2,89,2.247,"ldr: 9,cmp: 6,bne: 4,add: 3,b: 2,eors: 2,str: 2,lsrs: 1,asrs: 1,movs: 1,push: 1"
"Glitch(2),Glitch(3),Glitch(6),Glitch(6)",2,24,8.333,"ldr: 5,cmp: 4,str: 4,b: 4,bne: 4,movs: 2,eors: 2,bl: 2,asrs: 2,stm.w: 2,add: 1,lsrs: 1,push: 1"
"Glitch(2),Glitch(3),Glitch(6),Glitch(8)",4,82,4.878,"ldr: 9,cmp: 8,b: 8,add: 8,bne: 8,str: 8,eors: 4,push: 4,bl: 4,asrs: 4,lsrs: 4,pop: 3,mov: 3,movs: 1"
"Glitch(2),Glitch(3),Glitch(6),Glitch(10)",6,86,6.977,"ldr: 19,cmp: 18,add: 14,bne: 12,push: 7,lsrs: 6,asrs: 6,bl: 6,eors: 6,b: 6,str: 6,mov: 5,pop: 5,bx: 4,movs: 3,nop: 3"
"Glitch(2),Glitch(3),Glitch(8),Glitch(3)",3,21,14.286,"ldr: 12,bl: 6,bne: 6,cmp: 6,add: 3,mov: 3,b: 3,str: 3,stm: 3,asrs: 2,movs: 1"
"Glitch(2),Glitch(4),Glitch(2),Glitch(8)",4,187,2.139,"ldr: 10,str: 8,bne: 8,b: 8,add: 5,lsrs: 4,bl: 4,push: 4,asrs: 4,cmp: 4,movs: 3,pop: 1,mov: 1"
"Glitch(2),Glitch(4),Glitch(3),Glitch(2)",2,106,1.887,"str: 4,ldr: 4,b: 4,bne: 4,add: 2,cmp: 2,stm.w: 2"
"Glitch(2),Glitch(4),Glitch(3),Glitch(4)",3,134,2.239,"ldr: 10,cmp: 10,bne: 6,bl: 4,str: 2,b: 2,lsrs: 2,asrs: 2,beq: 1"
"Glitch(2),Glitch(4),Glitch(3),Glitch(7)",3,109,2.752,"cmp: 9,bne: 6,ldr: 6,mov: 3,lsrs: 3,str: 3,bl: 3,beq: 3,add: 3,push: 3,asrs: 3,b: 3"
"Glitch(2),Glitch(4),Glitch(4),Glitch(6)",3,104,2.885,"ldr: 7,cmp: 7,bl: 7,bne: 6,add: 5,beq: 4,lsrs: 2,asrs: 2,b: 2,push: 2,str: 2,ldm.w: 1,stm.w: 1"
"Glitch(2),Glitch(4),Glitch(5),Glitch(6)",3,58,5.172,"ldr: 9,cmp: 9,bne: 6,b: 3,str: 3,push: 3,lsrs: 3,asrs: 3,bl: 3,eors: 3,beq: 3,add: 2,movs: 1"
"Glitch(2),Glitch(4),Glitch(5),Glitch(7)",1,85,1.176,"cmp: 3,str: 2,b: 2,ldr: 2,bne: 2,push: 1,bl: 1,eors: 1,asrs: 1,lsrs: 1,add: 1,mov: 1"
"Glitch(2),Glitch(4),Glitch(6),Glitch(2)",1,80,1.250,"cmp: 3,str: 2,b: 2,bne: 2,bl: 2,add: 1,ldr: 1,eors: 1"
"Glitch(2),Glitch(4),Glitch(6),Glitch(8)",2,50,4.000,"cmp: 6,str: 4,ldr: 4,bne: 4,b: 4,asrs: 2,bl: 2,eors: 2,lsrs: 2,add: 2,pop: 2,mov: 2,push: 2,stm.w: 2"
"Glitch(2),Glitch(4),Glitch(7),Glitch(3)",7,49,14.286,"str: 14,cmp: 14,b: 14,bne: 14,ldr: 14,bl: 11,eors: 7,beq: 7,add: 7,asrs: 6,stm.w: 3,movs: 1"
"Glitch(2),Glitch(4),Glitch(7),Glitch(6)",2,59,3.390,"cmp: 6,bne: 4,add: 4,ldr: 4,b: 4,str: 4,eors: 2,lsrs: 2,asrs: 2,bl: 2,push: 2,stm.w: 2"
"Glitch(2),Glitch(4),Glitch(8),Glitch(1)",1,19,5.263,"ldr: 3,bne: 2,bl: 2,cmp: 2,stm.w: 2,b: 1,str: 1,eors: 1,add: 1"
