Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(4),Glitch(2),Glitch(8)",1,137,0.730,"bne: 2,cmp: 2,ldr: 2,add: 2,b: 1,stm.w: 1,movs: 1,push: 1,asrs: 1,lsrs: 1,str: 1"
"Glitch(1),Glitch(4),Glitch(2),Glitch(9)",4,29,13.793,"ldr: 10,cmp: 9,bne: 8,stm.w: 5,add: 4,pop: 3,str: 3,b: 3,mov: 3,asrs: 3,bx: 3,push: 3,lsrs: 3,beq: 1,ldm.w: 1,bl: 1,add.w: 1"
"Glitch(1),Glitch(4),Glitch(3),Glitch(5)",4,79,5.063,"cmp: 16,bne: 8,bl: 4,asrs: 4,str: 4,b: 4,lsrs: 3,push: 3,ldr: 2,eors: 2,add: 1,movs: 1"
"Glitch(1),Glitch(4),Glitch(4),Glitch(5)",9,221,4.072,"cmp: 23,bne: 18,ldr: 16,bl: 15,str: 9,asrs: 9,b: 9,lsrs: 9,push: 8,add: 7,eors: 2,movs: 1"
"Glitch(1),Glitch(4),Glitch(5),Glitch(3)",8,120,6.667,"cmp: 25,bne: 16,ldr: 15,bl: 9,eors: 8,beq: 7,b: 6,str: 6,asrs: 5,stm.w: 4,add.w: 1,ldm.w: 1,movs: 1"
"Glitch(1),Glitch(4),Glitch(6),Glitch(2)",3,65,4.615,"ldr: 9,cmp: 6,bne: 6,bl: 4,beq: 4,add: 3,eors: 3,b: 2,str: 2"
"Glitch(1),Glitch(4),Glitch(6),Glitch(5)",5,67,7.463,"cmp: 16,bne: 10,bl: 9,ldr: 8,add: 6,eors: 5,asrs: 4,str: 4,b: 4,beq: 4,push: 3,lsrs: 3,stm.w: 3,movs: 1"
"Glitch(1),Glitch(4),Glitch(8),Glitch(6)",3,120,2.500,"cmp: 12,ldr: 7,bne: 6,bl: 6,add: 6,mov: 3,str: 3,asrs: 3,eors: 3,b: 3,lsrs: 2,push: 2,movs: 1"
"Glitch(1),Glitch(4),Glitch(9),Glitch(2)",1,61,1.639,"ldr: 4,bl: 2,cmp: 2,bne: 2,beq: 1,eors: 1,add: 1,b: 1,mov: 1,str: 1"
"Glitch(1),Glitch(4),Glitch(9),Glitch(6)",4,68,5.882,"ldr: 16,cmp: 12,bl: 8,bne: 8,add: 8,str: 4,mov: 4,stm: 4,lsrs: 4,asrs: 4,b: 4,push: 3,movs: 1"
"Glitch(1),Glitch(4),Glitch(10),Glitch(1)",1,88,1.136,"cmp: 4,ldr: 3,bl: 3,bne: 2,add: 1,eors: 1,mov: 1,stm.w: 1"
"Glitch(1),Glitch(5),Glitch(3),Glitch(7)",7,98,7.143,"cmp: 28,bne: 14,add: 7,bl: 7,b: 7,lsrs: 7,beq: 7,str: 7,push: 7,asrs: 7,mov: 6,ldr: 4,eors: 3,movs: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(4)",4,175,2.286,"cmp: 15,ldr: 10,bne: 8,str: 4,bl: 4,b: 4,eors: 3,asrs: 3,lsrs: 2,add: 2,movs: 2,stm.w: 2,ldm.w: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(7)",3,130,2.308,"cmp: 10,ldr: 7,bl: 7,add: 6,bne: 6,stm.w: 4,push: 2,str: 2,b: 2,lsrs: 2,asrs: 2,beq: 1,ldm.w: 1,mov: 1,movs: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(10)",2,109,1.835,"ldr: 6,cmp: 4,bne: 4,add: 4,bl: 4,lsrs: 2,stm.w: 2,b: 2,bx: 2,str: 2,mov: 2,push: 2,asrs: 2,pop: 2,nop: 2"
"Glitch(1),Glitch(5),Glitch(6),Glitch(6)",4,86,4.651,"ldr: 13,cmp: 12,stm.w: 8,bne: 8,bl: 4,eors: 4,str: 4,b: 4,asrs: 4,add: 3,lsrs: 3,push: 3,movs: 2"
"Glitch(1),Glitch(5),Glitch(7),Glitch(6)",1,84,1.190,"ldr: 4,cmp: 4,add: 2,bne: 2,b: 1,asrs: 1,bl: 1,str: 1,eors: 1,movs: 1,stm.w: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(9)",5,90,5.556,"ldr: 20,cmp: 15,add: 11,bne: 10,mov: 8,stm.w: 7,push: 6,str: 5,ldm.w: 5,bl: 5,lsrs: 5,asrs: 5,b: 5,pop: 3,stm: 3,bx: 3,movs: 2,eors: 2"
"Glitch(1),Glitch(5),Glitch(10),Glitch(2)",2,123,1.626,"ldr: 8,cmp: 6,bne: 4,bl: 4,stm.w: 4,mov: 2,str: 2,eors: 2,b: 2,add: 2"
"Glitch(1),Glitch(6),Glitch(1),Glitch(2)",1,65,1.538,"cmp: 2,bne: 2,ldr: 2,bl: 1,stm.w: 1,str: 1,b: 1"
"Glitch(1),Glitch(6),Glitch(1),Glitch(3)",4,28,14.286,"cmp: 8,bne: 8,ldr: 8,b: 4,str: 4,ldm.w: 4,stm.w: 4,asrs: 3,movs: 1"
"Glitch(1),Glitch(6),Glitch(3),Glitch(10)",6,122,4.918,"ldr: 16,bne: 12,cmp: 12,add: 8,push: 7,b: 6,asrs: 6,stm.w: 6,eors: 6,ldm.w: 6,str: 6,lsrs: 6,pop: 5,mov: 5,bx: 4,nop: 4,bl: 3,movs: 2"
"Glitch(1),Glitch(6),Glitch(4),Glitch(4)",3,82,3.659,"cmp: 9,ldr: 9,bne: 6,str: 3,ldm.w: 3,b: 3,asrs: 3,stm.w: 3,add: 3,lsrs: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(4)",6,61,9.836,"ldr: 21,cmp: 18,bne: 12,bl: 7,asrs: 6,beq: 6,str: 6,b: 6,eors: 5,lsrs: 5,stm.w: 2,add: 1,movs: 1"
"Glitch(1),Glitch(6),Glitch(5),Glitch(10)",3,44,6.818,"ldr: 9,add: 6,bl: 6,bne: 6,cmp: 6,str: 3,pop: 3,lsrs: 3,push: 3,stm.w: 3,mov: 3,b: 3,asrs: 3,bx: 3,ldm.w: 3,nop: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(6),Glitch(3)",1,50,2.000,"cmp: 4,ldr: 3,bne: 2,b: 1,bl: 1,str: 1,eors: 1,beq: 1,asrs: 1,add: 1"
"Glitch(1),Glitch(6),Glitch(6),Glitch(7)",1,106,0.943,"ldr: 5,add: 2,movs: 1,ldm.w: 1,b: 1,eors: 1,bne: 1,stm.w: 1,bl: 1,lsrs: 1,beq: 1,cmp: 1,asrs: 1,str: 1,add.w: 1"
"Glitch(1),Glitch(6),Glitch(7),Glitch(5)",2,51,3.922,"ldr: 9,cmp: 5,stm.w: 5,bne: 4,bl: 3,ldm.w: 2,eors: 2,add: 2,beq: 1,asrs: 1,lsrs: 1,str: 1,b: 1,movs: 1"
"Glitch(1),Glitch(6),Glitch(8),Glitch(8)",4,26,15.385,"ldr: 16,cmp: 11,add: 9,bne: 8,bl: 8,mov: 7,push: 4,stm: 4,str: 4,lsrs: 4,asrs: 4,b: 4,pop: 3,beq: 3,ldm.w: 1,stm.w: 1,movs: 1"
"Glitch(1),Glitch(6),Glitch(9),Glitch(10)",3,70,4.286,"ldr: 16,cmp: 9,add: 7,bne: 6,mov: 5,push: 4,eors: 3,asrs: 3,b: 3,ldm.w: 3,lsrs: 3,str: 3,bl: 3,stm.w: 3,pop: 2,bx: 2,nop: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(1),Glitch(2)",3,33,9.091,"bne: 6,cmp: 6,ldr: 6,b: 3,bl: 3,stm.w: 3,ldm.w: 3,str: 3"
"Glitch(1),Glitch(7),Glitch(2),Glitch(2)",2,59,3.390,"ldr: 6,bne: 4,cmp: 4,b: 2,str: 2,add.w: 2,stm.w: 2,ldm.w: 2"
"Glitch(1),Glitch(7),Glitch(3),Glitch(5)",4,49,8.163,"ldr: 16,bne: 8,add: 5,ldm.w: 4,add.w: 4,str: 4,b: 4,stm.w: 4,asrs: 4,cmp: 4,push: 3,lsrs: 3,movs: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(5)",4,60,6.667,"ldr: 18,add: 6,bl: 5,beq: 5,stm.w: 5,cmp: 5,ldm.w: 4,add.w: 4,bne: 4,str: 3,b: 3,asrs: 2,movs: 2,push: 1,lsrs: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(6)",5,44,11.364,"cmp: 17,ldr: 10,bne: 10,bl: 8,add: 8,lsrs: 5,asrs: 5,b: 5,stm.w: 5,ldm.w: 5,str: 5,push: 4,eors: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(9)",5,143,3.497,"ldr: 21,cmp: 10,bne: 8,add: 8,push: 6,lsrs: 5,str: 5,b: 5,ldm.w: 5,stm.w: 5,asrs: 5,mov: 4,bx: 4,pop: 4,bl: 3,add.w: 2,beq: 2,eors: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(5)",4,69,5.797,"ldr: 17,cmp: 12,bne: 8,add.w: 4,str: 4,stm.w: 4,eors: 4,b: 4,ldm.w: 4,asrs: 3,movs: 2,add: 2,push: 2,lsrs: 2"
"Glitch(1),Glitch(7),Glitch(6),Glitch(5)",2,70,2.857,"cmp: 6,ldr: 6,bne: 4,ldm.w: 2,add.w: 2,bl: 2,asrs: 2,stm.w: 2,add: 2,str: 2,lsrs: 2,eors: 2,b: 2,push: 1,movs: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(7)",3,84,3.571,"ldr: 12,cmp: 6,bne: 6,add: 6,bl: 3,str: 3,ldm.w: 3,stm.w: 3,eors: 3,lsrs: 3,add.w: 3,asrs: 3,mov: 3,b: 3,push: 3"
"Glitch(1),Glitch(7),Glitch(7),Glitch(2)",1,28,3.571,"ldr: 4,cmp: 3,bl: 2,bne: 2,str: 1,eors: 1,beq: 1,add: 1,b: 1,stm.w: 1"
"Glitch(1),Glitch(7),Glitch(7),Glitch(5)",3,13,23.077,"cmp: 12,ldr: 9,bne: 6,bl: 6,add: 3,eors: 3,beq: 3,asrs: 3,stm.w: 3,str: 3,lsrs: 3,b: 3,push: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(8),Glitch(3)",3,87,3.448,"ldr: 13,cmp: 8,bne: 6,bl: 6,stm.w: 5,b: 3,ldm.w: 3,str: 3,add: 3,asrs: 3,eors: 2,stm: 1,mov: 1"
"Glitch(1),Glitch(7),Glitch(8),Glitch(6)",2,43,4.651,"ldr: 8,cmp: 6,bne: 4,add: 3,push: 2,ldm.w: 2,mov: 2,bl: 2,eors: 2,str: 2,b: 2,stm.w: 2,lsrs: 2,add.w: 2,asrs: 2,movs: 1"
"Glitch(1),Glitch(7),Glitch(8),Glitch(7)",5,35,14.286,"ldr: 24,cmp: 14,stm.w: 11,add: 10,bl: 9,bne: 8,beq: 6,eors: 5,asrs: 4,str: 4,b: 4,lsrs: 4,push: 3,ldm.w: 3,add.w: 2,mov: 2,movs: 2"
"Glitch(1),Glitch(7),Glitch(9),Glitch(1)",2,88,2.273,"ldr: 11,cmp: 5,bl: 5,bne: 4,eors: 2,ldm.w: 2,add: 2,mov: 2,stm.w: 2,add.w: 1"
"Glitch(1),Glitch(8),Glitch(1),Glitch(5)",1,31,3.226,"ldr: 3,cmp: 2,bne: 2,str: 1,push: 1,ldm.w: 1,stm.w: 1,lsrs: 1,bl: 1,asrs: 1,b: 1"
"Glitch(1),Glitch(8),Glitch(2),Glitch(1)",1,137,0.730,"ldr: 3,cmp: 2,bl: 2,stm.w: 1,ldm.w: 1,add.w: 1,beq: 1,bne: 1"
"Glitch(1),Glitch(8),Glitch(2),Glitch(3)",1,165,0.606,"ldr: 4,ldm.w: 2,b: 1,bl: 1,str: 1,cmp: 1,beq: 1,asrs: 1,stm.w: 1,add.w: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(6)",3,46,6.522,"cmp: 12,ldr: 7,bne: 6,ldm.w: 3,bl: 3,asrs: 3,stm.w: 3,b: 3,eors: 3,add: 3,str: 3,lsrs: 2,push: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(7)",2,30,6.667,"ldr: 8,bne: 4,add: 4,stm.w: 2,lsrs: 2,push: 2,mov: 2,asrs: 2,b: 2,str: 2,ldm.w: 2,add.w: 2,bl: 2,cmp: 2"
"Glitch(1),Glitch(8),Glitch(3),Glitch(8)",6,60,10.000,"ldr: 24,cmp: 14,bne: 12,add: 8,asrs: 6,push: 6,lsrs: 6,str: 6,b: 6,ldm.w: 5,stm.w: 5,mov: 5,pop: 4,bl: 4,beq: 3,add.w: 3,movs: 2,eors: 1"
"Glitch(1),Glitch(8),Glitch(4),Glitch(4)",4,56,7.143,"ldr: 12,bne: 8,bl: 8,cmp: 8,ldm.w: 4,str: 4,asrs: 4,lsrs: 4,add.w: 4,stm.w: 4,b: 4,add: 4"
"Glitch(1),Glitch(8),Glitch(4),Glitch(10)",2,97,2.062,"ldr: 8,cmp: 6,bne: 4,b: 2,add.w: 2,mov: 2,str: 2,pop: 2,asrs: 2,push: 2,bl: 2,add: 2,beq: 2,bx: 2,eors: 2,lsrs: 2,nop: 2"
"Glitch(1),Glitch(8),Glitch(6),Glitch(5)",2,120,1.667,"ldr: 8,cmp: 6,bne: 4,bl: 4,asrs: 2,lsrs: 2,push: 2,add.w: 2,b: 2,add: 2,beq: 2,str: 2,eors: 2"
"Glitch(1),Glitch(8),Glitch(6),Glitch(9)",2,20,10.000,"ldr: 8,cmp: 6,add: 5,bne: 4,ldm.w: 2,eors: 2,lsrs: 2,mov: 2,asrs: 2,add.w: 2,b: 2,push: 2,movs: 2,stm.w: 2,beq: 2,str: 2,pop: 1"
"Glitch(1),Glitch(8),Glitch(7),Glitch(3)",3,22,13.636,"cmp: 13,ldr: 9,bl: 7,bne: 6,beq: 4,add: 3,stm.w: 3,ldm.w: 3,eors: 3,str: 2,b: 2,asrs: 2"
"Glitch(1),Glitch(8),Glitch(8),Glitch(3)",3,52,5.769,"ldr: 18,bne: 6,cmp: 6,bl: 6,asrs: 3,beq: 3,add.w: 3,str: 3,mov: 3,b: 3,add: 3,stm: 3"
"Glitch(1),Glitch(8),Glitch(8),Glitch(5)",3,55,5.455,"ldr: 19,bne: 6,add: 4,str: 3,beq: 3,add.w: 3,stm: 3,b: 3,cmp: 3,ldm.w: 3,stm.w: 3,mov: 3,bl: 3,asrs: 2,lsrs: 2,movs: 2,push: 1"
"Glitch(1),Glitch(8),Glitch(8),Glitch(7)",3,67,4.478,"ldr: 12,cmp: 9,bne: 6,mov: 6,bl: 6,add: 6,push: 3,stm: 3,beq: 3,str: 3,lsrs: 3,b: 3,stm.w: 3,asrs: 3,ldm.w: 3"
"Glitch(1),Glitch(8),Glitch(9),Glitch(7)",5,39,12.821,"cmp: 21,ldr: 17,stm.w: 11,bl: 11,add: 10,bne: 10,mov: 7,ldm.w: 6,beq: 6,eors: 5,b: 4,asrs: 4,str: 4,push: 4,lsrs: 3,movs: 2"
"Glitch(1),Glitch(9),Glitch(3),Glitch(1)",1,41,2.439,"ldr: 4,bne: 2,cmp: 2,bl: 2,add.w: 1,beq: 1,ldm.w: 1,stm.w: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(6)",4,97,4.124,"cmp: 15,ldr: 10,bne: 8,add: 5,str: 4,bl: 4,asrs: 4,beq: 4,stm.w: 4,b: 4,lsrs: 3,ldm.w: 3,eors: 3,push: 2,movs: 2,add.w: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(7)",4,69,5.797,"cmp: 11,ldr: 10,bne: 8,add: 5,stm.w: 4,ldm.w: 4,asrs: 4,bl: 4,b: 4,add.w: 4,beq: 4,push: 4,str: 4,lsrs: 3,mov: 3,eors: 3,movs: 1"
"Glitch(1),Glitch(9),Glitch(4),Glitch(3)",7,146,4.795,"cmp: 26,ldr: 21,bne: 14,bl: 13,add.w: 7,stm.w: 7,ldm.w: 7,str: 5,b: 5,asrs: 4,add: 4,eors: 3,beq: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(9)",3,151,1.987,"cmp: 12,ldr: 7,bne: 6,stm.w: 5,bl: 4,add: 4,push: 4,add.w: 3,beq: 3,str: 3,b: 3,asrs: 3,ldm.w: 3,lsrs: 3,movs: 2,mov: 2,eors: 2,pop: 2,bx: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(10)",2,72,2.778,"ldr: 6,cmp: 6,bl: 4,bne: 4,add: 4,bx: 2,ldm.w: 2,stm.w: 2,asrs: 2,beq: 2,str: 2,add.w: 2,push: 2,mov: 2,b: 2,pop: 2,lsrs: 2,nop: 2"
"Glitch(1),Glitch(9),Glitch(6),Glitch(5)",3,87,3.448,"ldr: 13,cmp: 9,bne: 6,add: 4,b: 3,beq: 3,eors: 3,bl: 3,add.w: 3,ldm.w: 3,stm.w: 3,str: 3,movs: 2,lsrs: 2,asrs: 2,push: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(8)",1,67,1.493,"cmp: 4,ldr: 3,bne: 2,add: 2,push: 1,lsrs: 1,stm.w: 1,beq: 1,eors: 1,b: 1,asrs: 1,add.w: 1,mov: 1,pop: 1,bl: 1,str: 1,ldm.w: 1"
"Glitch(1),Glitch(9),Glitch(8),Glitch(9)",9,82,10.976,"ldr: 41,cmp: 34,bl: 19,add: 18,bne: 18,stm.w: 16,mov: 11,add.w: 10,lsrs: 8,asrs: 8,b: 8,pop: 8,str: 8,push: 8,eors: 6,beq: 6,bx: 6,ldm.w: 5,stm: 3,movs: 2"
"Glitch(1),Glitch(10),Glitch(3),Glitch(6)",4,225,1.778,"ldr: 14,cmp: 12,add: 8,bne: 8,beq: 4,ldm.w: 4,b: 4,add.w: 4,str: 4,bl: 4,stm.w: 4,asrs: 4,movs: 3,lsrs: 2,push: 1"
"Glitch(1),Glitch(10),Glitch(4),Glitch(2)",3,86,3.488,"ldr: 12,cmp: 9,bne: 6,bl: 4,beq: 4,add.w: 3,ldm.w: 3,add: 3,stm.w: 3,str: 2,b: 2"
"Glitch(1),Glitch(10),Glitch(5),Glitch(4)",7,163,4.294,"cmp: 27,ldr: 21,bne: 14,bl: 13,add: 9,beq: 8,ldm.w: 7,stm.w: 7,add.w: 7,str: 6,b: 6,asrs: 4,movs: 3,lsrs: 3,eors: 3,mov: 2"
"Glitch(1),Glitch(10),Glitch(5),Glitch(9)",2,105,1.905,"ldr: 9,cmp: 6,add: 5,bne: 4,bl: 4,str: 2,beq: 2,b: 2,lsrs: 2,add.w: 2,movs: 2,push: 2,ldm.w: 2,stm.w: 2,asrs: 2,mov: 1,pop: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(10)",18,141,12.766,"ldr: 79,cmp: 60,bne: 36,add: 34,bl: 29,push: 21,stm.w: 21,add.w: 19,ldm.w: 19,beq: 19,b: 17,lsrs: 17,str: 17,asrs: 17,mov: 13,pop: 13,bx: 12,nop: 11,eors: 8,movs: 6"
"Glitch(1),Glitch(10),Glitch(8),Glitch(3)",4,159,2.516,"ldr: 18,cmp: 14,bne: 8,bl: 8,stm.w: 6,beq: 4,add: 4,ldm.w: 4,str: 4,add.w: 4,b: 4,asrs: 3,eors: 2,stm: 2,mov: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(10),Glitch(8)",4,162,2.469,"ldr: 26,cmp: 12,bl: 8,add: 8,bne: 8,mov: 8,beq: 4,str: 4,ldm.w: 4,asrs: 4,stm.w: 4,b: 4,eors: 4,push: 4,lsrs: 4,add.w: 4,movs: 2,pop: 2,stm: 2"
"Glitch(1),Glitch(10),Glitch(10),Glitch(9)",3,130,2.308,"ldr: 21,cmp: 10,add: 7,bl: 7,bne: 6,stm.w: 4,beq: 4,ldm.w: 4,add.w: 4,mov: 4,eors: 3,stm: 3,lsrs: 2,push: 2,str: 2,b: 2,asrs: 2,pop: 1,bx: 1,movs: 1"
"Glitch(2),Glitch(1),Glitch(2),Glitch(2)",2,64,3.125,"b: 4,bne: 4,str: 4,cmp: 2"
"Glitch(2),Glitch(1),Glitch(2),Glitch(7)",4,71,5.634,"str: 8,b: 8,bne: 8,ldr: 4,add: 4,push: 4,asrs: 4,lsrs: 3,movs: 2,mov: 2,cmp: 1"
"Glitch(2),Glitch(1),Glitch(2),Glitch(10)",4,136,2.941,"ldr: 8,bne: 8,cmp: 5,add: 5,push: 5,str: 4,asrs: 4,lsrs: 4,b: 4,mov: 3,pop: 3,bx: 3,nop: 2,movs: 2"
"Glitch(2),Glitch(1),Glitch(3),Glitch(6)",2,96,2.083,"ldr: 5,bne: 4,cmp: 4,asrs: 2,str: 2,add: 2,b: 2,push: 1,lsrs: 1,movs: 1"
"Glitch(2),Glitch(1),Glitch(9),Glitch(6)",2,76,2.632,"ldr: 5,bne: 4,bl: 3,stm.w: 3,str: 3,b: 3,add: 3,cmp: 3,mov: 2,eors: 2,lsrs: 1,push: 1,ldm.w: 1,beq: 1,asrs: 1"
"Glitch(2),Glitch(1),Glitch(10),Glitch(6)",3,41,7.317,"ldr: 9,b: 6,bne: 6,str: 6,add: 6,asrs: 3,bl: 3,mov: 3,cmp: 3,eors: 3,stm: 3,push: 3,lsrs: 3"
"Glitch(2),Glitch(2),Glitch(1),Glitch(10)",1,60,1.667,"bne: 2,b: 2,str: 2,add: 1,push: 1,lsrs: 1,nop: 1,mov: 1,asrs: 1,bl: 1,bx: 1,pop: 1"
"Glitch(2),Glitch(2),Glitch(2),Glitch(7)",1,41,2.439,"str: 2,b: 2,bne: 2,bl: 1,mov: 1,asrs: 1,lsrs: 1,cmp: 1,push: 1,add: 1"
"Glitch(2),Glitch(2),Glitch(4),Glitch(7)",7,80,8.750,"b: 14,bne: 14,str: 14,add: 14,cmp: 8,asrs: 7,push: 7,ldr: 7,lsrs: 7,bl: 6,mov: 5,movs: 2"
"Glitch(2),Glitch(2),Glitch(5),Glitch(8)",2,107,1.869,"b: 4,bne: 4,add: 4,str: 4,cmp: 4,push: 2,lsrs: 2,asrs: 2,mov: 2,pop: 2,bl: 2,ldr: 2"
"Glitch(2),Glitch(2),Glitch(5),Glitch(9)",7,54,12.963,"cmp: 21,ldr: 17,bne: 14,add: 14,push: 8,lsrs: 7,b: 7,asrs: 7,str: 7,movs: 6,eors: 4,stm.w: 4,mov: 4,bl: 3,pop: 2,bx: 1"
"Glitch(2),Glitch(2),Glitch(6),Glitch(6)",3,151,1.987,"ldr: 7,bne: 6,b: 6,add: 6,str: 6,cmp: 3,bl: 3,eors: 3,lsrs: 2,push: 2,movs: 2,asrs: 2"
"Glitch(2),Glitch(2),Glitch(10),Glitch(4)",4,89,4.494,"ldr: 17,cmp: 12,bne: 8,eors: 4,add: 4,mov: 4,asrs: 4,bl: 4,str: 4,b: 4,lsrs: 3,stm: 3,movs: 1"
"Glitch(2),Glitch(3),Glitch(1),Glitch(6)",2,60,3.333,"str: 4,bne: 4,b: 4,cmp: 2,bl: 2,add: 2,asrs: 2,movs: 1,ldr: 1,lsrs: 1,push: 1"
"Glitch(2),Glitch(3),Glitch(1),Glitch(7)",1,52,1.923,"ldr: 2,bne: 2,cmp: 2,asrs: 1,mov: 1,str: 1,b: 1,lsrs: 1,add: 1,push: 1"
"Glitch(2),Glitch(3),Glitch(4),Glitch(3)",4,156,2.564,"cmp: 8,bne: 8,b: 7,str: 7,ldr: 4,eors: 4,bl: 4,asrs: 3,ldm.w: 1,add.w: 1,stm.w: 1"
"Glitch(2),Glitch(3),Glitch(5),Glitch(3)",2,123,1.626,"cmp: 6,ldr: 6,bne: 4,asrs: 2,b: 2,bl: 2,str: 2,eors: 2"
"Glitch(2),Glitch(3),Glitch(6),Glitch(5)",4,65,6.154,"ldr: 12,cmp: 8,bne: 8,str: 8,b: 8,asrs: 4,lsrs: 4,add: 4,eors: 4,push: 3,movs: 1"
